major_group_code	minor_group_code	broad_occupation_code	detailed_occupation_code	name_en_major_group	name_es_major_group	name_en_minor_group	name_es_minor_group	name_short_es_minor_group	name_en_broad_occupation	name_es_broad_occupation	name_en_detailed_occupation	name_es_detailed_occupation	name_short_es_detailed_occupation
19-0000	19-4000	19-4030	19-4031	Life, Physical, and Social Science Occupations	Ocupaciones en Ciencias Biológicas, Físicas y Sociales	Science and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales	Técnicos en Ciencias y Sociales	Chemical Technicians	Técnicos Químicos	Chemical Technicians	Técnicos Químicos	Técnicos Químicos
19-0000	19-4000	19-4040	19-4041	Life, Physical, and Social Science Occupations	Ocupaciones en Ciencias Biológicas, Físicas y Sociales	Science and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales	Técnicos en Ciencias y Sociales	Geological and Petroleum Technicians	Técnicos en Exploración Geológica y Petrolera	Geological and Petroleum Technicians	Técnicos en Exploración Geológica y Petrolera	Técnicos en Exploración Geológica y Petrolera
19-0000	19-4000	19-4050	19-4051	Life, Physical, and Social Science Occupations	Ocupaciones en Ciencias Biológicas, Físicas y Sociales	Science and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales	Técnicos en Ciencias y Sociales	Nuclear Technicians	Técnicos Nucleares	Nuclear Technicians	Técnicos Nucleares	Técnicos Nucleares
19-0000	19-4000	19-4060	19-4061	Life, Physical, and Social Science Occupations	Ocupaciones en Ciencias Biológicas, Físicas y Sociales	Science and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales	Técnicos en Ciencias y Sociales	Social Science Research Assistants	Asistentes de Investigación en Ciencias Sociales	Social Science Research Assistants	Asistentes de Investigación en Ciencias Sociales	Asistentes de Investigación en Ciencias Sociales
19-0000	19-4000	19-4090	19-4091	Life, Physical, and Social Science Occupations	Ocupaciones en Ciencias Biológicas, Físicas y Sociales	Science and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales	Técnicos en Ciencias y Sociales	Miscellaneous Life, Physical, and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales Varios	Environmental Science and Protection Technicians, Including Health	Técnicos en Ciencias Ambientales y de Protección, Incluye Salud	Técnicos en Ciencias Ambientales y de Protección
19-0000	19-4000	19-4090	19-4092	Life, Physical, and Social Science Occupations	Ocupaciones en Ciencias Biológicas, Físicas y Sociales	Science and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales	Técnicos en Ciencias y Sociales	Miscellaneous Life, Physical, and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales Varios	Forensic Science Technicians	Técnicos en Ciencias Forenses	Técnicos en Ciencias Forenses
19-0000	19-4000	19-4090	19-4093	Life, Physical, and Social Science Occupations	Ocupaciones en Ciencias Biológicas, Físicas y Sociales	Science and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales	Técnicos en Ciencias y Sociales	Miscellaneous Life, Physical, and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales Varios	Forest and Conservation Technicians	Técnicos Forestales y de Conservación	Técnicos Forestales y de Conservación
19-0000	19-4000	19-4090	19-4099	Life, Physical, and Social Science Occupations	Ocupaciones en Ciencias Biológicas, Físicas y Sociales	Science and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales	Técnicos en Ciencias y Sociales	Miscellaneous Life, Physical, and Social Science Technicians	Técnicos en Ciencias Biológicas, Físicas y Sociales Varios	Life, Physical, and Social Science Technicians, All Other	Todos los demás Técnicos en Ciencias Biológicas, Físicas y Sociales	Otros Técnicos Ciencias Biológicas, Físicas, Sociales
21-0000	21-1000	21-1010	21-1011	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Counselors	Consejeros	Substance Abuse and Behavioral Disorder Counselors	Consejeros Especializados en Abuso de Sustancias Controladas y Trastornos del Comportamiento	Especialistas Abuso de Sustancias y Trastornos del Comportamiento
21-0000	21-1000	21-1010	21-1012	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Counselors	Consejeros	Educational, Guidance, School, and Vocational Counselors	Consejeros Educativos, de Orientación, Escolares y Vocacionales	Consejeros Educativos, de Orientación
21-0000	21-1000	21-1010	21-1013	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Counselors	Consejeros	Marriage and Family Therapists	Terapeutas de Matrimonios y Familias	Terapeutas de Matrimonios y Familias
21-0000	21-1000	21-1010	21-1014	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Counselors	Consejeros	Mental Health Counselors	Consejeros de Salud Mental	Consejeros de Salud Mental
21-0000	21-1000	21-1010	21-1015	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Counselors	Consejeros	Rehabilitation Counselors	Consejeros de Rehabilitación	Consejeros de Rehabilitación
21-0000	21-1000	21-1010	21-1019	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Counselors	Consejeros	Counselors, All Other	Todos los demás Consejeros	Todos los demás Consejeros
21-0000	21-1000	21-1020	21-1021	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Social Workers	Trabajadores Sociales	Child, Family, and School Social Workers	Trabajadores Sociales Especializados en Temas de la Infancia, Familiares y Escolares	Trabajadores Sociales Especializados en Temas de la Infancia, Familiares y Escolares
21-0000	21-1000	21-1020	21-1022	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Social Workers	Trabajadores Sociales	Healthcare Social Workers	Trabajadores Sociales de Cuidado de la Salud	Trabajadores Sociales de Cuidado de la Salud
21-0000	21-1000	21-1020	21-1023	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Social Workers	Trabajadores Sociales	Mental Health and Substance Abuse Social Workers	Trabajadores Sociales Especializados en Salud Mental y Abuso de Sustancias	Trabajadores Sociales Especializados en Salud Mental y Abuso de Sustancias
21-0000	21-1000	21-1020	21-1029	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Social Workers	Trabajadores Sociales	Social Workers, All Other	Todos los demás Trabajadores Sociales	Todos los demás Trabajadores Sociales
21-0000	21-1000	21-1090	21-1091	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Miscellaneous Community and Social Service Specialists	Especialistas en Servicio Social y Comunitario Varios	Health Educators 	Educadores de la Salud	Educadores de la Salud
21-0000	21-1000	21-1090	21-1092	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Miscellaneous Community and Social Service Specialists	Especialistas en Servicio Social y Comunitario Varios	Probation Officers and Correctional Treatment Specialists	Oficiales de Libertad Condicional y Especialistas en Tratamiento Correccional	Oficiales de Libertad Condicional y Especialistas en Tratamiento Correccional
21-0000	21-1000	21-1090	21-1093	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Miscellaneous Community and Social Service Specialists	Especialistas en Servicio Social y Comunitario Varios	Social and Human Service Assistants	Asistentes de Servicios Sociales y Humanos	Asistentes de Servicios Sociales y Humanos
21-0000	21-1000	21-1090	21-1094	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Miscellaneous Community and Social Service Specialists	Especialistas en Servicio Social y Comunitario Varios	Community Health Workers	Trabajadores de la Salud para la Comunidad	Trabajadores de la Salud para la Comunidad
21-0000	21-1000	21-1090	21-1099	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Counselors, Social Workers, and Related Specialists	Consejeros, Trabajadores Sociales, y Otros servicios Especialistas en Servicio Social y Comunitario	Consejeros, Trabajadores Sociales y Afines	Miscellaneous Community and Social Service Specialists	Especialistas en Servicio Social y Comunitario Varios	Community and Social Service Specialists, All Other	Todos los demás Especialistas en Servicios Comunitarios y Sociales	Otros Especialistas en Servicios Comunitarios y Sociales
21-0000	21-2000	21-2010	21-2011	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Religious Workers	Trabajadores Religiosos	Trabajadores Religiosos	Clergy	Clérigos	Clergy	Clérigos	Clérigos
21-0000	21-2000	21-2020	21-2021	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Religious Workers	Trabajadores Religiosos	Trabajadores Religiosos	Directors, Religious Activities and Education	Directores de Educación y Actividades Religiosas	Directors, Religious Activities and Education	Directores de Educación y Actividades Religiosas	Directores de Educación y Actividades Religiosas
21-0000	21-2000	21-2090	21-2099	Community and Social Service Occupations	Ocupaciones en Servicios Comunitarios y Sociales	Religious Workers	Trabajadores Religiosos	Trabajadores Religiosos	Miscellaneous Religious Workers	Trabajadores Religiosos Varios	Religious Workers, All Other	Todos los demás Trabajadores Religiosos	Todos los demás Trabajadores Religiosos
23-0000	23-1000	23-1010	23-1011	Legal Occupations	Ocupaciones en Derecho	Lawyers, Judges, and Related Workers	Abogados, Jueces, y Trabajadores Relacionados	Abogados, Jueces, y Afines	Lawyers and Judicial Law Clerks	Abogados y Oficicales Jurídicos	Lawyers	Abogados	Abogados
23-0000	23-1000	23-1010	23-1012	Legal Occupations	Ocupaciones en Derecho	Lawyers, Judges, and Related Workers	Abogados, Jueces, y Trabajadores Relacionados	Abogados, Jueces, y Afines	Lawyers and Judicial Law Clerks	Abogados y Oficicales Jurídicos	Judicial Law Clerks	Oficiales Jurídicos	Oficiales Jurídicos
23-0000	23-1000	23-1020	23-1021	Legal Occupations	Ocupaciones en Derecho	Lawyers, Judges, and Related Workers	Abogados, Jueces, y Trabajadores Relacionados	Abogados, Jueces, y Afines	Judges, Magistrates, and Other Judicial Workers	Jueces, Magistrados, y Otros Trabajadores Judiciales	Administrative Law Judges, Adjudicators, and Hearing Officers	Jueces de Derecho Administrativo, Adjudicadores y Oficiales de Audiencia	Jueces de Derecho Administrativo, Adjudicadores y Oficiales de Audiencia
23-0000	23-1000	23-1020	23-1022	Legal Occupations	Ocupaciones en Derecho	Lawyers, Judges, and Related Workers	Abogados, Jueces, y Trabajadores Relacionados	Abogados, Jueces, y Afines	Judges, Magistrates, and Other Judicial Workers	Jueces, Magistrados, y Otros Trabajadores Judiciales	Arbitrators, Mediators, and Conciliators	Árbitros, Mediadores y Conciliadores	Árbitros, Mediadores y Conciliadores
23-0000	23-1000	23-1020	23-1023	Legal Occupations	Ocupaciones en Derecho	Lawyers, Judges, and Related Workers	Abogados, Jueces, y Trabajadores Relacionados	Abogados, Jueces, y Afines	Judges, Magistrates, and Other Judicial Workers	Jueces, Magistrados, y Otros Trabajadores Judiciales	Judges, Magistrate Judges, and Magistrates	Jueces, Jueces Magistrados y Magistrados	Jueces, Jueces Magistrados y Magistrados
23-0000	23-2000	23-2010	23-2011	Legal Occupations	Ocupaciones en Derecho	Legal Support Workers	Trabajadores de Asistencia Legal	Trabajadores de Asistencia Legal	Paralegals and Legal Assistants	Asistentes Legales y Asistentes de Abogados	Paralegals and Legal Assistants	Asistentes Legales y Asistentes de Abogados	Asistentes Legales y Asistentes de Abogados
23-0000	23-2000	23-2090	23-2091	Legal Occupations	Ocupaciones en Derecho	Legal Support Workers	Trabajadores de Asistencia Legal	Trabajadores de Asistencia Legal	Miscellaneous Legal Support Workers	Trabajadores de Asistencia Legal Varios	Court Reporters	Transcriptores Judiciales	Transcriptores Judiciales
23-0000	23-2000	23-2090	23-2093	Legal Occupations	Ocupaciones en Derecho	Legal Support Workers	Trabajadores de Asistencia Legal	Trabajadores de Asistencia Legal	Miscellaneous Legal Support Workers	Trabajadores de Asistencia Legal Varios	Title Examiners, Abstractors, and Searchers	Examinadores, Analistas de Títulos y Gestores de Búsqueda de Títulos	Analistas y Gestores de Búsqueda de Títulos
23-0000	23-2000	23-2090	23-2099	Legal Occupations	Ocupaciones en Derecho	Legal Support Workers	Trabajadores de Asistencia Legal	Trabajadores de Asistencia Legal	Miscellaneous Legal Support Workers	Trabajadores de Asistencia Legal Varios	Legal Support Workers, All Other	Todos los demás Trabajadores de Asistencia Legal	Todos los demás Trabajadores de Asistencia Legal
25-0000	25-1000	25-1010	25-1011	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Business Teachers, Postsecondary	Profesores de Estudios Comerciales de Nivel Postsecundario	Business Teachers, Postsecondary	Profesores de Estudios Comerciales de Nivel Postsecundario	Profesores de Estudios Comerciales, Postsecundario
25-0000	25-1000	25-1020	25-1021	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Math and Computer Teachers, Postsecondary	Profesores de Matématicas y Computadores de Nivel Postsecundario	Computer Science Teachers, Postsecondary	Profesores de Ciencias de la Computación de Nivel Postsecundario	Profesores de Computación, Postsecundario
25-0000	25-1000	25-1020	25-1022	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Math and Computer Teachers, Postsecondary	Profesores de Matématicas y Computadores de Nivel Postsecundario	Mathematical Science Teachers, Postsecondary	Profesores de Ciencias Matemáticas de Nivel Postsecundario	Profesores de Matemáticas, Postsecundario
25-0000	25-1000	25-1030	25-1031	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Engineering and Architecture Teachers, Postsecondary	Profesores de Arquitectura y de Ingeniería de Nivel Postsecundario	Architecture Teachers, Postsecondary	Profesores de Arquitectura de Nivel Postsecundario	Profesores de Arquitectura de Nivel Postsecundario
25-0000	25-1000	25-1030	25-1032	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Engineering and Architecture Teachers, Postsecondary	Profesores de Arquitectura y de Ingeniería de Nivel Postsecundario	Engineering Teachers, Postsecondary	Profesores de Ingeniería de Nivel Postsecundario	Profesores de Ingeniería de Nivel Postsecundario
25-0000	25-1000	25-1040	25-1041	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Life Sciences Teachers, Postsecondary	Profesores de Ciencias Biológicas de Nivel Postsecundario	Agricultural Sciences Teachers, Postsecondary	Profesores de Ciencias Agrarias de Nivel Postsecundario	Profesores de Ciencias Agrarias, Postsecundario
25-0000	25-1000	25-1040	25-1042	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Life Sciences Teachers, Postsecondary	Profesores de Ciencias Biológicas de Nivel Postsecundario	Biological Science Teachers, Postsecondary	Profesores de Biología de Nivel Postsecundario	Profesores de Biología de Nivel Postsecundario
25-0000	25-1000	25-1040	25-1043	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Life Sciences Teachers, Postsecondary	Profesores de Ciencias Biológicas de Nivel Postsecundario	Forestry and Conservation Science Teachers, Postsecondary	Profesores de Silvicultura y Ciencias de la Conservación de Nivel Postsecundario	Profesores de Silvicultura y Conservación, Postsecundario
25-0000	25-1000	25-1050	25-1051	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Physical Sciences Teachers, Postsecondary	Profesores de Ciencias Físicas de Nivel Postsecundario	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary	Profesores de Ciencias Atmosféricas, Geológicas, Oceanográficas y Espaciales de Nivel Postsecundario	Profesores de Ciencias Atmosféricas, Geológicas, Oceanográficas y Espaciales, Postsecundario
25-0000	25-1000	25-1050	25-1052	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Physical Sciences Teachers, Postsecondary	Profesores de Ciencias Físicas de Nivel Postsecundario	Chemistry Teachers, Postsecondary	Profesores de Química de Nivel Postsecundario	Profesores de Química de Nivel Postsecundario
25-0000	25-1000	25-1050	25-1053	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Physical Sciences Teachers, Postsecondary	Profesores de Ciencias Físicas de Nivel Postsecundario	Environmental Science Teachers, Postsecondary	Profesores de Ciencias Ambientales de Nivel Postsecundario	Profesores de Ciencias Ambientales, Postsecundario
25-0000	25-1000	25-1050	25-1054	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Physical Sciences Teachers, Postsecondary	Profesores de Ciencias Físicas de Nivel Postsecundario	Physics Teachers, Postsecondary	Profesores de Física de Nivel Postsecundario	Profesores de Física de Nivel Postsecundario
25-0000	25-1000	25-1060	25-1061	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Social Sciences Teachers, Postsecondary	Profesores de Ciencias Sociales de Nivel Postsecundario	Anthropology and Archeology Teachers, Postsecondary	Profesores de Antropología y Arqueología de Nivel Postsecundario	Profesores de Antropología y Arqueología, Postsecundario
25-0000	25-1000	25-1060	25-1062	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Social Sciences Teachers, Postsecondary	Profesores de Ciencias Sociales de Nivel Postsecundario	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	Profesores de Estudios Regionales, Étnicos y Culturales de Nivel Postsecundario	Profesores de Estudios Regionales, Étnicos y Culturales, Postsecundario
25-0000	25-1000	25-1060	25-1063	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Social Sciences Teachers, Postsecondary	Profesores de Ciencias Sociales de Nivel Postsecundario	Economics Teachers, Postsecondary	Profesores de Economía de Nivel Postsecundario	Profesores de Economía de Nivel Postsecundario
25-0000	25-1000	25-1060	25-1064	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Social Sciences Teachers, Postsecondary	Profesores de Ciencias Sociales de Nivel Postsecundario	Geography Teachers, Postsecondary	Profesores de Geografía de Nivel Postsecundario	Profesores de Geografía de Nivel Postsecundario
25-0000	25-1000	25-1060	25-1065	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Social Sciences Teachers, Postsecondary	Profesores de Ciencias Sociales de Nivel Postsecundario	Political Science Teachers, Postsecondary	Profesores de Ciencias Políticas de Nivel Postsecundario	Profesores de Ciencias Políticas, Postsecundario
25-0000	25-1000	25-1060	25-1066	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Social Sciences Teachers, Postsecondary	Profesores de Ciencias Sociales de Nivel Postsecundario	Psychology Teachers, Postsecondary	Profesores de Psicología de Nivel Postsecundario	Profesores de Psicología de Nivel Postsecundario
25-0000	25-1000	25-1060	25-1067	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Social Sciences Teachers, Postsecondary	Profesores de Ciencias Sociales de Nivel Postsecundario	Sociology Teachers, Postsecondary	Profesores de Sociología de Nivel Postsecundario	Profesores de Sociología de Nivel Postsecundario
25-0000	25-1000	25-1060	25-1069	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Social Sciences Teachers, Postsecondary	Profesores de Ciencias Sociales de Nivel Postsecundario	Social Sciences Teachers, Postsecondary, All Other	Todos los demás Profesores de Ciencias Sociales de Nivel Postsecundario	Otros Profesores de Ciencias Sociales, Postsecundario
25-0000	25-1000	25-1070	25-1071	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Health Teachers, Postsecondary	Profesores de Salud de Nivel Postsecundario	Health Specialties Teachers, Postsecondary	Profesores de Especialidades de Salud de Nivel Postsecundario	Profesores de Especialidades de Salud, Postsecundario
25-0000	25-1000	25-1070	25-1072	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Health Teachers, Postsecondary	Profesores de Salud de Nivel Postsecundario	Nursing Instructors and Teachers, Postsecondary	Profesores e Instructores de Enfermería de Nivel Postsecundario	Profesores e Instructores de Enfermería, Postsecundario
25-0000	25-1000	25-1080	25-1081	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Education and Library Science Teachers, Postsecondary	Profesores de Educación y de Bibliotecología de Nivel Postsecundario	Education Teachers, Postsecondary	Profesores de Educación de Nivel Postsecundario	Profesores de Educación de Nivel Postsecundario
25-0000	25-1000	25-1080	25-1082	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Education and Library Science Teachers, Postsecondary	Profesores de Educación y de Bibliotecología de Nivel Postsecundario	Library Science Teachers, Postsecondary	Profesores de Bibliotecología de Nivel Postsecundario	Profesores de Bibliotecología, Postsecundario
25-0000	25-1000	25-1110	25-1111	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Law, Criminal Justice, and Social Work Teachers, Postsecondary	Derecho, Justicia Criminal y Profesores de Trabajo Social de Nivel Postsecundario	Criminal Justice and Law Enforcement Teachers, Postsecondary	Profesores de Justicia Criminal y Aplicación y Cumplimiento de la Ley de Nivel Postsecundario	Profesores de Justicia Criminal, Aplicación y Cumplimiento de la Ley, Postsecundario
25-0000	25-1000	25-1110	25-1112	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Law, Criminal Justice, and Social Work Teachers, Postsecondary	Derecho, Justicia Criminal y Profesores de Trabajo Social de Nivel Postsecundario	Law Teachers, Postsecondary	Profesores de Derecho de Nivel Postsecundario	Profesores de Derecho de Nivel Postsecundario
25-0000	25-1000	25-1110	25-1113	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Law, Criminal Justice, and Social Work Teachers, Postsecondary	Derecho, Justicia Criminal y Profesores de Trabajo Social de Nivel Postsecundario	Social Work Teachers, Postsecondary	Profesores de Trabajo Social de Nivel Postsecundario	Profesores de Trabajo Social, Postsecundario
25-0000	25-1000	25-1120	25-1121	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Arts, Communications, and Humanities Teachers, Postsecondary	Profesores de Arte, Comunicaciones y Humanidades de Nivel Postsecundario	Art, Drama, and Music Teachers, Postsecondary	Profesores de Arte, Teatro y Música de Nivel Postsecundario	Profesores de Arte, Postsecundario
25-0000	25-1000	25-1120	25-1122	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Arts, Communications, and Humanities Teachers, Postsecondary	Profesores de Arte, Comunicaciones y Humanidades de Nivel Postsecundario	Communications Teachers, Postsecondary	Profesores de Comunicaciones de Nivel Postsecundario	Profesores de Comunicaciones, Postsecundario
25-0000	25-1000	25-1120	25-1123	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Arts, Communications, and Humanities Teachers, Postsecondary	Profesores de Arte, Comunicaciones y Humanidades de Nivel Postsecundario	English Language and Literature Teachers, Postsecondary	Profesores de Inglés y Literatura de Nivel Postsecundario	Profesores Inglés y Literatura, Postsecundario
