major_group_code	minor_group_code	broad_occupation_code	detailed_occupation_code	name_en_major_group	name_es_major_group	name_en_minor_group	name_es_minor_group	name_short_es_minor_group	name_en_broad_occupation	name_es_broad_occupation	name_en_detailed_occupation	name_es_detailed_occupation	name_short_es_detailed_occupation
53-0000	53-6000	53-6030	53-6031	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Other Transportation Workers	Otros Trabajadores de Transporte	Otros Trabajadores de Transporte	Automotive and Watercraft Service Attendants	Empleados de Servicio de Vehículos de Motor y Embarcaciones	Automotive and Watercraft Service Attendants	Empleados de Servicio de Vehículos de Motor y Embarcaciones	Empleados de Servicio de Vehículos de Motor y Embarcaciones
53-0000	53-6000	53-6040	53-6041	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Other Transportation Workers	Otros Trabajadores de Transporte	Otros Trabajadores de Transporte	Traffic Technicians	Técnicos de Tráfico	Traffic Technicians	Técnicos de Tráfico	Técnicos de Tráfico
53-0000	53-6000	53-6050	53-6051	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Other Transportation Workers	Otros Trabajadores de Transporte	Otros Trabajadores de Transporte	Transportation Inspectors	Inspectores de Transporte	Transportation Inspectors	Inspectores de Transporte	Inspectores de Transporte
53-0000	53-6000	53-6060	53-6061	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Other Transportation Workers	Otros Trabajadores de Transporte	Otros Trabajadores de Transporte	Transportation Attendants, Except Flight Attendants	Auxiliares de Transporte, Excepto Auxiliares de Vuelo	Transportation Attendants, Except Flight Attendants 	Auxiliares de Transporte, Excepto Auxiliares de Vuelo	Auxiliares de Transporte, Excepto Auxiliares de Vuelo
53-0000	53-6000	53-6090	53-6099	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Other Transportation Workers	Otros Trabajadores de Transporte	Otros Trabajadores de Transporte	Miscellaneous Transportation Workers	Trabajadores de Transporte Varios	Transportation Workers, All Other	Todos los demás Trabajadores Relacionados con el Transporte	Todos los demás Trabajadores Relacionados con el Transporte
53-0000	53-7000	53-7010	53-7011	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Material Moving Workers	Trabajadores de Traslado de Material	Trabajadores de Traslado de Material	Conveyor Operators and Tenders	Operadores y Encargados de Máquinas Transportadoras	Conveyor Operators and Tenders	Operadores y Encargados de Máquinas Transportadoras	Operadores y Encargados de Máquinas Transportadoras
53-0000	53-7000	53-7020	53-7021	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Material Moving Workers	Trabajadores de Traslado de Material	Trabajadores de Traslado de Material	Crane and Tower Operators	Operadores de Grúas y Torres	Crane and Tower Operators	Operadores de Grúas y Torres	Operadores de Grúas y Torres
53-0000	53-7000	53-7030	53-7031	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Material Moving Workers	Trabajadores de Traslado de Material	Trabajadores de Traslado de Material	Dredge, Excavating, and Loading Machine Operators	Operadores de Dragadora, Excavadora, Cargadora y Draga de Línea de Baldes	Dredge Operators	Operadores de Dragadora	Operadores de Dragadora
53-0000	53-7000	53-7030	53-7032	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Material Moving Workers	Trabajadores de Traslado de Material	Trabajadores de Traslado de Material	Dredge, Excavating, and Loading Machine Operators	Operadores de Dragadora, Excavadora, Cargadora y Draga de Línea de Baldes	Excavating and Loading Machine and Dragline Operators	Operadores de Excavadora, Cargadora y Draga de Línea de Baldes	Operadores de Excavadora, Cargadora y Draga de Línea de Baldes
53-0000	53-7000	53-7030	53-7033	Transportation and Material Moving Occupations	Ocupaciones de Transporte y Traslado de Materiales	Material Moving Workers	Trabajadores de Traslado de Material	Trabajadores de Traslado de Material	Dredge, Excavating, and Loading Machine Operators	Operadores de Dragadora, Excavadora, Cargadora y Draga de Línea de Baldes	Loading Machine Operators, Underground Mining	Operadores de Máquinas de Carga, Minería Subterránea	Operadores de Máquinas de Carga, Minería Subterránea
