"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
940,"5414","Vegetable alkaloids and derivatives, not put up as medicaments","4digit","Vegetable alkaloids and derivatives, not put up as medicaments","","Vegetable alkaloids and derivatives, not put up as medicaments","",344.0
941,"5415","Hormones, natural, or reproduce by synthesis, in bulk","4digit","Hormones, natural, or reproduce by synthesis, in bulk","","Hormones, natural, or reproduce by synthesis, in bulk","",344.0
942,"5416","Glycosides, glands, antisera, vaccines and similar products","4digit","Glycosides, glands, antisera, vaccines and similar products","","Glycosides, glands, antisera, vaccines and similar products","",344.0
943,"5417","Medicaments (including veterinary medicaments)","4digit","Medicaments (including veterinary medicaments)","","Medicaments (including veterinary medicaments)","",344.0
944,"5419","Pharmaceutical goods, other than medicaments","4digit","Pharmaceutical goods, other than medicaments","","Pharmaceutical goods, other than medicaments","",344.0
945,"5513","Essential oil, resinoid, etc","4digit","Essential oil, resinoid, etc","","Essential oil, resinoid, etc","",345.0
946,"5514","Mixtures of odoriferous substances, used in perfumery, food etc","4digit","Mixtures of odoriferous substances, used in perfumery, food etc","","Mixtures of odoriferous substances, used in perfumery, food etc","",345.0
947,"5530","Perfumery, cosmetics, toilet preparations, etc","4digit","Perfumery, cosmetics, toilet preparations, etc","","Perfumery, cosmetics, toilet preparations, etc","",346.0
948,"5541","Soaps, organic products and preparations for use as soap","4digit","Soaps, organic products and preparations for use as soap","","Soaps, organic products and preparations for use as soap","",347.0
949,"5542","Organic surface-active agents, nes","4digit","Organic surface-active agents, nes","","Organic surface-active agents, nes","",347.0
950,"5543","Polishes and creams, for furniture, floors, footwear, metals etc","4digit","Polishes and creams, for furniture, floors, footwear, metals etc","","Polishes and creams, for furniture, floors, footwear, metals etc","",347.0
951,"5621","Mineral or chemical fertilizers, nitrogenous","4digit","Mineral or chemical fertilizers, nitrogenous","","Mineral or chemical fertilizers, nitrogenous","",348.0
952,"5622","Mineral or chemical fertilizers, phosphatic","4digit","Mineral or chemical fertilizers, phosphatic","","Mineral or chemical fertilizers, phosphatic","",348.0
953,"5623","Mineral or chemical fertilizer, potassic","4digit","Mineral or chemical fertilizer, potassic","","Mineral or chemical fertilizer, potassic","",348.0
954,"5629","Fertilizers, nes","4digit","Fertilizers, nes","","Fertilizers, nes","",348.0
955,"5721","Propellent powders and other prepared explosives","4digit","Propellent powders and other prepared explosives","","Propellent powders and other prepared explosives","",349.0
956,"5722","Fuses, caps, igniters, detonators","4digit","Fuses, caps, igniters, detonators","","Fuses, caps, igniters, detonators","",349.0
957,"5723","Pyrotechnic articles","4digit","Pyrotechnic articles","","Pyrotechnic articles","",349.0
958,"5821","Phenoplasts","4digit","Phenoplasts","","Phenoplasts","",350.0
959,"5822","Aminoplasts","4digit","Aminoplasts","","Aminoplasts","",350.0
960,"5823","Alkyds and other polyesters","4digit","Alkyds and other polyesters","","Alkyds and other polyesters","",350.0
961,"5824","Polyamides","4digit","Polyamides","","Polyamides","",350.0
962,"5825","Polyurethanes","4digit","Polyurethanes","","Polyurethanes","",350.0
963,"5826","Epoxide resins","4digit","Epoxide resins","","Epoxide resins","",350.0
964,"5827","Silicones","4digit","Silicones","","Silicones","",350.0
965,"5828","Ion exchangers of the condensation, polycondensation etc","4digit","Ion exchangers of the condensation, polycondensation etc","","Ion exchangers of the condensation, polycondensation etc","",350.0
966,"5829","Other condensation, polycodensation or polyaddition products","4digit","Other condensation, polycodensation or polyaddition products","","Other condensation, polycodensation or polyaddition products","",350.0
967,"5831","Polyethylene","4digit","Polyethylene","","Polyethylene","",351.0
968,"5832","Polypropylene","4digit","Polypropylene","","Polypropylene","",351.0
969,"5833","Polystyrene and its copolymers","4digit","Polystyrene and its copolymers","","Polystyrene and its copolymers","",351.0
970,"5834","Polyvinyl chloride","4digit","Polyvinyl chloride","","Polyvinyl chloride","",351.0
971,"5835","Copolymers of vinyl chloride and vinyl acetate","4digit","Copolymers of vinyl chloride and vinyl acetate","","Copolymers of vinyl chloride and vinyl acetate","",351.0
972,"5836","Acrylic and methaacrylic polymers; acrylo-methacrylic copolymers","4digit","Acrylic and methaacrylic polymers; acrylo-methacrylic copolymers","","Acrylic and methaacrylic polymers; acrylo-methacrylic copolymers","",351.0
973,"5837","Polyvinyl acetate","4digit","Polyvinyl acetate","","Polyvinyl acetate","",351.0
974,"5838","Ion exchangers of the polymerization or copolymerization type","4digit","Ion exchangers of the polymerization or copolymerization type","","Ion exchangers of the polymerization or copolymerization type","",351.0
975,"5839","Other polymerization and copolymarization products","4digit","Other polymerization and copolymarization products","","Other polymerization and copolymarization products","",351.0
976,"5841","Regenerated cellulose","4digit","Regenerated cellulose","","Regenerated cellulose","",352.0
977,"5842","Cellulose nitrates","4digit","Cellulose nitrates","","Cellulose nitrates","",352.0
978,"5843","Cellulose acetates","4digit","Cellulose acetates","","Cellulose acetates","",352.0
979,"5849","Other chemical derivatives of cellulose; vulcanized fibre","4digit","Other chemical derivatives of cellulose; vulcanized fibre","","Other chemical derivatives of cellulose; vulcanized fibre","",352.0
980,"5851","Modified natural resins etc; derivatives of natural rubber","4digit","Modified natural resins etc; derivatives of natural rubber","","Modified natural resins etc; derivatives of natural rubber","",353.0
981,"5852","Other artificial plastic materials, nes","4digit","Other artificial plastic materials, nes","","Other artificial plastic materials, nes","",353.0
982,"5911","Insecticides, for sale by retail or as preparations","4digit","Insecticides, for sale by retail or as preparations","","Insecticides, for sale by retail or as preparations","",354.0
983,"5912","Fungicides, for sale by retail or as preparation","4digit","Fungicides, for sale by retail or as preparation","","Fungicides, for sale by retail or as preparation","",354.0
984,"5913","Herbicides, for sale by retail or as preparation","4digit","Herbicides, for sale by retail or as preparation","","Herbicides, for sale by retail or as preparation","",354.0
985,"5914","Disinfectants, etc, for sale by retail or as preparation","4digit","Disinfectants, etc, for sale by retail or as preparation","","Disinfectants, etc, for sale by retail or as preparation","",354.0
986,"5921","Starches, insulin and wheat gluten","4digit","Starches, insulin and wheat gluten","","Starches, insulin and wheat gluten","",355.0
987,"5922","Albuminoid substances; glues","4digit","Albuminoid substances; glues","","Albuminoid substances; glues","",355.0
988,"5981","Woods and resin-based chemical products","4digit","Woods and resin-based chemical products","","Woods and resin-based chemical products","",356.0
989,"5982","Anti-knock preparation, anti-corrosive; viscosity improvers; etc","4digit","Anti-knock preparation, anti-corrosive; viscosity improvers; etc","","Anti-knock preparation, anti-corrosive; viscosity improvers; etc","",356.0
990,"5983","Organic chemical products, nes","4digit","Organic chemical products, nes","","Organic chemical products, nes","",356.0
991,"5989","Chemical products and preparations, nes","4digit","Chemical products and preparations, nes","","Chemical products and preparations, nes","",356.0
992,"6112","Composition leather, in slabs, sheets or rolls","4digit","Composition leather, in slabs, sheets or rolls","","Composition leather, in slabs, sheets or rolls","",357.0
993,"6113","Calf leather","4digit","Calf leather","","Calf leather","",357.0
994,"6114","Leather of other bovine cattle and equine leather","4digit","Leather of other bovine cattle and equine leather","","Leather of other bovine cattle and equine leather","",357.0
995,"6115","Sheep and lamb skin leather","4digit","Sheep and lamb skin leather","","Sheep and lamb skin leather","",357.0
996,"6116","Leather of other hides or skins","4digit","Leather of other hides or skins","","Leather of other hides or skins","",357.0
997,"6118","Leather, specially dressed or finished, nes","4digit","Leather, specially dressed or finished, nes","","Leather, specially dressed or finished, nes","",357.0
998,"6121","Articles of leather use in machinery or mechanical appliances, etc","4digit","Articles of leather use in machinery or mechanical appliances, etc","","Articles of leather use in machinery or mechanical appliances, etc","",358.0
999,"6122","Saddlery and harness, of any material, for any kind of animal","4digit","Saddlery and harness, of any material, for any kind of animal","","Saddlery and harness, of any material, for any kind of animal","",358.0
1000,"6123","Parts of footwear of any material except metal and asbestos","4digit","Parts of footwear of any material except metal and asbestos","","Parts of footwear of any material except metal and asbestos","",358.0
1001,"6129","Other articles of leather or of composition leather","4digit","Other articles of leather or of composition leather","","Other articles of leather or of composition leather","",358.0
1002,"6130","Furskins, tanned or dressed; pieces of furskin, tanned or dressed","4digit","Furskins, tanned or dressed; pieces of furskin, tanned or dressed","","Furskins, tanned or dressed; pieces of furskin, tanned or dressed","",359.0
1003,"6210","Materials of rubber","4digit","Materials of rubber","","Materials of rubber","",360.0
1004,"6251","Tires, pneumatic, new, for motor cars","4digit","Tires, pneumatic, new, for motor cars","","Tires, pneumatic, new, for motor cars","",361.0
1005,"6252","Tires, pneumatic, new, for buses and lorries","4digit","Tires, pneumatic, new, for buses and lorries","","Tires, pneumatic, new, for buses and lorries","",361.0
1006,"6253","Tires, pneumatic, new, for aircraft","4digit","Tires, pneumatic, new, for aircraft","","Tires, pneumatic, new, for aircraft","",361.0
1007,"6254","Tires, pneumatic, new, for motorcycles and bicycles","4digit","Tires, pneumatic, new, for motorcycles and bicycles","","Tires, pneumatic, new, for motorcycles and bicycles","",361.0
1008,"6259","Other tires, tire cases, tire flaps and inner tubes, etc","4digit","Other tires, tire cases, tire flaps and inner tubes, etc","","Other tires, tire cases, tire flaps and inner tubes, etc","",361.0
1009,"6281","Hygienic, pharmaceutical articles of unhardened vulcanized rubber","4digit","Hygienic, pharmaceutical articles of unhardened vulcanized rubber","","Hygienic, pharmaceutical articles of unhardened vulcanized rubber","",362.0
1010,"6282","Transmission, conveyor or elevator belts, of vulcanized rubber","4digit","Transmission, conveyor or elevator belts, of vulcanized rubber","","Transmission, conveyor or elevator belts, of vulcanized rubber","",362.0
1011,"6289","Other articles of rubber, nes","4digit","Other articles of rubber, nes","","Other articles of rubber, nes","",362.0
1012,"6330","Cork manufactures","4digit","Cork manufactures","","Cork manufactures","",363.0
1013,"6341","Wood sawn lengthwise, veneer sheets etc, up to 5 mm in thickness","4digit","Wood sawn lengthwise, veneer sheets etc, up to 5 mm in thickness","","Wood sawn lengthwise, veneer sheets etc, up to 5 mm in thickness","",364.0
1014,"6342","Plywood consisting solely of sheets of wood","4digit","Plywood consisting solely of sheets of wood","","Plywood consisting solely of sheets of wood","",364.0
1015,"6343","Improved wood and reconstituted wood","4digit","Improved wood and reconstituted wood","","Improved wood and reconstituted wood","",364.0
1016,"6344","Wood-based panels, nes","4digit","Wood-based panels, nes","","Wood-based panels, nes","",364.0
1017,"6349","Wood, simply shaped, nes","4digit","Wood, simply shaped, nes","","Wood, simply shaped, nes","",364.0
1018,"6351","Wood packing cases, boxes, cases, crates, etc, complete","4digit","Wood packing cases, boxes, cases, crates, etc, complete","","Wood packing cases, boxes, cases, crates, etc, complete","",365.0
1019,"6352","Casks, barrels; other coopers products and parts, including staves","4digit","Casks, barrels; other coopers products and parts, including staves","","Casks, barrels; other coopers products and parts, including staves","",365.0
1020,"6353","Builders` carpentry and joinery (including prefabricated)","4digit","Builders` carpentry and joinery (including prefabricated)","","Builders` carpentry and joinery (including prefabricated)","",365.0
1021,"6354","Manufactures of wood for domestic or decorative use","4digit","Manufactures of wood for domestic or decorative use","","Manufactures of wood for domestic or decorative use","",365.0
1022,"6359","Manufactured articles of wood, nes","4digit","Manufactured articles of wood, nes","","Manufactured articles of wood, nes","",365.0
1023,"6411","Newsprint","4digit","Newsprint","","Newsprint","",366.0
1024,"6412","Printing paper and writing paper, in rolls or sheets","4digit","Printing paper and writing paper, in rolls or sheets","","Printing paper and writing paper, in rolls or sheets","",366.0
1025,"6413","Kraft paper and paperboard, in rolls or sheets","4digit","Kraft paper and paperboard, in rolls or sheets","","Kraft paper and paperboard, in rolls or sheets","",366.0
1026,"6415","Paper and paperboard, in rolls or sheets, nes","4digit","Paper and paperboard, in rolls or sheets, nes","","Paper and paperboard, in rolls or sheets, nes","",366.0
1027,"6416","Fibre building board of wood or other vegetable material","4digit","Fibre building board of wood or other vegetable material","","Fibre building board of wood or other vegetable material","",366.0
1028,"6417","Paper and paperboard, creped, crinkled, etc, in rolls or sheets","4digit","Paper and paperboard, creped, crinkled, etc, in rolls or sheets","","Paper and paperboard, creped, crinkled, etc, in rolls or sheets","",366.0
1029,"6418","Paper and paperboard, coated, impregnated, etc, in rolls or sheets","4digit","Paper and paperboard, coated, impregnated, etc, in rolls or sheets","","Paper and paperboard, coated, impregnated, etc, in rolls or sheets","",366.0
1030,"6419","Converted paper and paperboard, nes","4digit","Converted paper and paperboard, nes","","Converted paper and paperboard, nes","",366.0
1031,"6421","Packing containers, box files, etc, of paper, used in offices","4digit","Packing containers, box files, etc, of paper, used in offices","","Packing containers, box files, etc, of paper, used in offices","",367.0
1032,"6422","Correspondence stationary","4digit","Correspondence stationary","","Correspondence stationary","",367.0
1033,"6423","Registers, exercise books, file and book covers, etc, of paper","4digit","Registers, exercise books, file and book covers, etc, of paper","","Registers, exercise books, file and book covers, etc, of paper","",367.0
1034,"6424","Paper and paperboard cut to size or shape, nes","4digit","Paper and paperboard cut to size or shape, nes","","Paper and paperboard cut to size or shape, nes","",367.0
1035,"6428","Articles of paper pulp, paper, paperboard or cellulose wadding, nes","4digit","Articles of paper pulp, paper, paperboard or cellulose wadding, nes","","Articles of paper pulp, paper, paperboard or cellulose wadding, nes","",367.0
1036,"6511","Silk yarn and spun from noil or waste; silkworm gut","4digit","Silk yarn and spun from noil or waste; silkworm gut","","Silk yarn and spun from noil or waste; silkworm gut","",368.0
1037,"6512","Yarn of wool or animal hair (including wool tops)","4digit","Yarn of wool or animal hair (including wool tops)","","Yarn of wool or animal hair (including wool tops)","",368.0
1038,"6513","Cotton yarn","4digit","Cotton yarn","","Cotton yarn","",368.0
1039,"6514","Yarn 85% of synthetic fibres, not for retail; monofil, strip, etc","4digit","Yarn 85% of synthetic fibres, not for retail; monofil, strip, etc","","Yarn 85% of synthetic fibres, not for retail; monofil, strip, etc","",368.0
1040,"6515","Yarn containing 85% or more of synthetic fibres, put up for retail","4digit","Yarn containing 85% or more of synthetic fibres, put up for retail","","Yarn containing 85% or more of synthetic fibres, put up for retail","",368.0
1041,"6516","Yarn containing less than 85% of discontinuous synthetic fibres","4digit","Yarn containing less than 85% of discontinuous synthetic fibres","","Yarn containing less than 85% of discontinuous synthetic fibres","",368.0
1042,"6517","Yarn of regenerated fibres, not for retail, monofil, strip, etc","4digit","Yarn of regenerated fibres, not for retail, monofil, strip, etc","","Yarn of regenerated fibres, not for retail, monofil, strip, etc","",368.0
1043,"6518","Yarn of regenerated fibres, put up for retail sale","4digit","Yarn of regenerated fibres, put up for retail sale","","Yarn of regenerated fibres, put up for retail sale","",368.0
1044,"6519","Yarn of textile fibres, nes","4digit","Yarn of textile fibres, nes","","Yarn of textile fibres, nes","",368.0
1045,"6521","Cotton fabrics, woven, unbleached, not mercerized","4digit","Cotton fabrics, woven, unbleached, not mercerized","","Cotton fabrics, woven, unbleached, not mercerized","",369.0
1046,"6522","Cotton fabrics, woven, bleached, dyed, etc, or otherwise finished","4digit","Cotton fabrics, woven, bleached, dyed, etc, or otherwise finished","","Cotton fabrics, woven, bleached, dyed, etc, or otherwise finished","",369.0
1047,"6531","Fabrics, woven, of continuous synthetic textile materials","4digit","Fabrics, woven, of continuous synthetic textile materials","","Fabrics, woven, of continuous synthetic textile materials","",370.0
1048,"6532","Fabrics, woven, 85% plus of discontinuous synthetic fibres","4digit","Fabrics, woven, 85% plus of discontinuous synthetic fibres","","Fabrics, woven, 85% plus of discontinuous synthetic fibres","",370.0
1049,"6534","Fabrics, woven, less 85% of discontinuous synthetic fibres","4digit","Fabrics, woven, less 85% of discontinuous synthetic fibres","","Fabrics, woven, less 85% of discontinuous synthetic fibres","",370.0
1050,"6535","Fabric, woven of continuous regenerated textile materials","4digit","Fabric, woven of continuous regenerated textile materials","","Fabric, woven of continuous regenerated textile materials","",370.0
1051,"6536","Fabrics, woven, 85% plus of discontinuous regenerated fibres","4digit","Fabrics, woven, 85% plus of discontinuous regenerated fibres","","Fabrics, woven, 85% plus of discontinuous regenerated fibres","",370.0
1052,"6538","Fabrics, woven, less 85% of discontinuous regenerated fibres","4digit","Fabrics, woven, less 85% of discontinuous regenerated fibres","","Fabrics, woven, less 85% of discontinuous regenerated fibres","",370.0
1053,"6539","Pile and chenille fabrics, woven, of man-made fibres","4digit","Pile and chenille fabrics, woven, of man-made fibres","","Pile and chenille fabrics, woven, of man-made fibres","",370.0
1054,"6541","Fabrics, woven, of silk, of noil or other waste silk","4digit","Fabrics, woven, of silk, of noil or other waste silk","","Fabrics, woven, of silk, of noil or other waste silk","",371.0
1055,"6542","Fabrics, woven, 85% plus of sheep's or lambs' wool or of fine hair","4digit","Fabrics, woven, 85% plus of sheep's or lambs' wool or of fine hair","","Fabrics, woven, 85% plus of sheep's or lambs' wool or of fine hair","",371.0
1056,"6543","Fabrics, woven, of sheep's or lambs' wool or of fine hair, nes","4digit","Fabrics, woven, of sheep's or lambs' wool or of fine hair, nes","","Fabrics, woven, of sheep's or lambs' wool or of fine hair, nes","",371.0
1057,"6544","Fabrics, woven, of flax or of ramie","4digit","Fabrics, woven, of flax or of ramie","","Fabrics, woven, of flax or of ramie","",371.0
1058,"6545","Fabrics, woven of jute or other textile bast fibres of heading 2640","4digit","Fabrics, woven of jute or other textile bast fibres of heading 2640","","Fabrics, woven of jute or other textile bast fibres of heading 2640","",371.0
1059,"6546","Fabrics of glass fibre (including narrow, pile fabrics, lace, etc)","4digit","Fabrics of glass fibre (including narrow, pile fabrics, lace, etc)","","Fabrics of glass fibre (including narrow, pile fabrics, lace, etc)","",371.0
1060,"6549","Fabrics, woven, nes","4digit","Fabrics, woven, nes","","Fabrics, woven, nes","",371.0
1061,"6551","Knitted etc, not elastic nor rubberized, of synthetic fibres","4digit","Knitted etc, not elastic nor rubberized, of synthetic fibres","","Knitted etc, not elastic nor rubberized, of synthetic fibres","",372.0
1062,"6552","Knitted, not elastic nor rubberized, of fibres other than synthetic","4digit","Knitted, not elastic nor rubberized, of fibres other than synthetic","","Knitted, not elastic nor rubberized, of fibres other than synthetic","",372.0
1063,"6553","Knitted or crocheted fabrics, elastic or rubberized","4digit","Knitted or crocheted fabrics, elastic or rubberized","","Knitted or crocheted fabrics, elastic or rubberized","",372.0
1064,"6560","Tulle, lace, embroidery, ribbons, trimmings and other small wares","4digit","Tulle, lace, embroidery, ribbons, trimmings and other small wares","","Tulle, lace, embroidery, ribbons, trimmings and other small wares","",373.0
1065,"6571","Felt, articles of felt, nes, whether or not impregnated or coated","4digit","Felt, articles of felt, nes, whether or not impregnated or coated","","Felt, articles of felt, nes, whether or not impregnated or coated","",374.0
1066,"6572","Bonded fibre fabrics, etc, whether or not impregnated or coated","4digit","Bonded fibre fabrics, etc, whether or not impregnated or coated","","Bonded fibre fabrics, etc, whether or not impregnated or coated","",374.0
1067,"6573","Coated or impregnated textile fabrics and products, nes","4digit","Coated or impregnated textile fabrics and products, nes","","Coated or impregnated textile fabrics and products, nes","",374.0
1068,"6574","Elastic fabrics and trimming (not knitted or crocheted)","4digit","Elastic fabrics and trimming (not knitted or crocheted)","","Elastic fabrics and trimming (not knitted or crocheted)","",374.0
1069,"6575","Twine, cordage, ropes and cables and manufactures thereof","4digit","Twine, cordage, ropes and cables and manufactures thereof","","Twine, cordage, ropes and cables and manufactures thereof","",374.0
1070,"6576","Hat shapes, hat-forms, hat bodies and hoods","4digit","Hat shapes, hat-forms, hat bodies and hoods","","Hat shapes, hat-forms, hat bodies and hoods","",374.0
1071,"6577","Wadding, wicks and textiles fabrics for use in machinery or plant","4digit","Wadding, wicks and textiles fabrics for use in machinery or plant","","Wadding, wicks and textiles fabrics for use in machinery or plant","",374.0
1072,"6579","Special products of textile materials","4digit","Special products of textile materials","","Special products of textile materials","",374.0
1073,"6581","Bags, sacks of textile materials, for the packing of goods","4digit","Bags, sacks of textile materials, for the packing of goods","","Bags, sacks of textile materials, for the packing of goods","",375.0
1074,"6582","Tarpaulins, sails, tents, camping goods, etc, of textile fabrics","4digit","Tarpaulins, sails, tents, camping goods, etc, of textile fabrics","","Tarpaulins, sails, tents, camping goods, etc, of textile fabrics","",375.0
1075,"6583","Travelling rugs, blankets (non electric), not knitted or crocheted","4digit","Travelling rugs, blankets (non electric), not knitted or crocheted","","Travelling rugs, blankets (non electric), not knitted or crocheted","",375.0
1076,"6584","Linens and furnishing articles of textile, not knitted or crocheted","4digit","Linens and furnishing articles of textile, not knitted or crocheted","","Linens and furnishing articles of textile, not knitted or crocheted","",375.0
1077,"6589","Other made-up articles of textile materials, nes","4digit","Other made-up articles of textile materials, nes","","Other made-up articles of textile materials, nes","",375.0
1078,"6591","Linoleum and similar floor covering","4digit","Linoleum and similar floor covering","","Linoleum and similar floor covering","",376.0
1079,"6592","Carpets, carpeting and rugs, knotted","4digit","Carpets, carpeting and rugs, knotted","","Carpets, carpeting and rugs, knotted","",376.0
1080,"6593","Kelem, Schumacks and Karamanie rugs and the like","4digit","Kelem, Schumacks and Karamanie rugs and the like","","Kelem, Schumacks and Karamanie rugs and the like","",376.0
1081,"6594","Carpets, rugs, mats, of wool or fine animal hair","4digit","Carpets, rugs, mats, of wool or fine animal hair","","Carpets, rugs, mats, of wool or fine animal hair","",376.0
1082,"6595","Carpets, rugs, mats, of man-made textile materials, nes","4digit","Carpets, rugs, mats, of man-made textile materials, nes","","Carpets, rugs, mats, of man-made textile materials, nes","",376.0
1083,"6596","Carpets, rugs, mats, of other textile materials, nes","4digit","Carpets, rugs, mats, of other textile materials, nes","","Carpets, rugs, mats, of other textile materials, nes","",376.0
1084,"6597","Plaits, plaited products for all uses; straw envelopes for bottles","4digit","Plaits, plaited products for all uses; straw envelopes for bottles","","Plaits, plaited products for all uses; straw envelopes for bottles","",376.0
1085,"6611","Lime, quick, slaked and hydraulic (no calcium oxide or hydroxide)","4digit","Lime, quick, slaked and hydraulic (no calcium oxide or hydroxide)","","Lime, quick, slaked and hydraulic (no calcium oxide or hydroxide)","",377.0
1086,"6612","Cement","4digit","Cement","","Cement","",377.0
1087,"6613","Building and monumental stone, worked, and articles thereof","4digit","Building and monumental stone, worked, and articles thereof","","Building and monumental stone, worked, and articles thereof","",377.0
1088,"6618","Construction materials, of asbestos-cement or fibre-cements, etc","4digit","Construction materials, of asbestos-cement or fibre-cements, etc","","Construction materials, of asbestos-cement or fibre-cements, etc","",377.0
1089,"6623","Refractory bricks and other refractory construction materials","4digit","Refractory bricks and other refractory construction materials","","Refractory bricks and other refractory construction materials","",378.0
1090,"6624","Non-refractory ceramic bricks, tiles, pipes and similar products","4digit","Non-refractory ceramic bricks, tiles, pipes and similar products","","Non-refractory ceramic bricks, tiles, pipes and similar products","",378.0
1091,"6631","Hand polishing stone, grindstones, grinding wheels, etc","4digit","Hand polishing stone, grindstones, grinding wheels, etc","","Hand polishing stone, grindstones, grinding wheels, etc","",379.0
1092,"6632","Abrasive power or grain, on a base of woven fabrics","4digit","Abrasive power or grain, on a base of woven fabrics","","Abrasive power or grain, on a base of woven fabrics","",379.0
1093,"6633","Manufactures of mineral materials, nes (other than ceramic)","4digit","Manufactures of mineral materials, nes (other than ceramic)","","Manufactures of mineral materials, nes (other than ceramic)","",379.0
1094,"6635","Wool; expanding or insulating mineral materials, nes","4digit","Wool; expanding or insulating mineral materials, nes","","Wool; expanding or insulating mineral materials, nes","",379.0
1095,"6637","Refractory goods, nes","4digit","Refractory goods, nes","","Refractory goods, nes","",379.0
1096,"6638","Manufactures of asbestos; friction materials","4digit","Manufactures of asbestos; friction materials","","Manufactures of asbestos; friction materials","",379.0
1097,"6639","Articles of ceramic materials, nes","4digit","Articles of ceramic materials, nes","","Articles of ceramic materials, nes","",379.0
1098,"6641","Glass in the mass, in balls, rods or tubes (nonoptical); waste","4digit","Glass in the mass, in balls, rods or tubes (nonoptical); waste","","Glass in the mass, in balls, rods or tubes (nonoptical); waste","",380.0
1099,"6642","Optical glass and elements of optical glass (unworked)","4digit","Optical glass and elements of optical glass (unworked)","","Optical glass and elements of optical glass (unworked)","",380.0
1100,"6643","Drawn or blown glass (flashed glass), unworked, in rectangles","4digit","Drawn or blown glass (flashed glass), unworked, in rectangles","","Drawn or blown glass (flashed glass), unworked, in rectangles","",380.0
1101,"6644","Glass, cast, rolled, etc, surface-ground, but no further worked","4digit","Glass, cast, rolled, etc, surface-ground, but no further worked","","Glass, cast, rolled, etc, surface-ground, but no further worked","",380.0
1102,"6645","Cast, rolled glass (flashed or wired), unworked, in rectangles","4digit","Cast, rolled glass (flashed or wired), unworked, in rectangles","","Cast, rolled glass (flashed or wired), unworked, in rectangles","",380.0
1103,"6646","Bricks, tiles, etc of pressed or moulded glass, used in building","4digit","Bricks, tiles, etc of pressed or moulded glass, used in building","","Bricks, tiles, etc of pressed or moulded glass, used in building","",380.0
1104,"6647","Safety glass consisting of toughened or laminated glass, cut or not","4digit","Safety glass consisting of toughened or laminated glass, cut or not","","Safety glass consisting of toughened or laminated glass, cut or not","",380.0
1105,"6648","Glass mirror, unframed, framed or backed","4digit","Glass mirror, unframed, framed or backed","","Glass mirror, unframed, framed or backed","",380.0
1106,"6649","Glass, nes","4digit","Glass, nes","","Glass, nes","",380.0
1107,"6651","Bottles etc of glass","4digit","Bottles etc of glass","","Bottles etc of glass","",381.0
1108,"6652","Glassware (other than heading 66582), for indoor decoration","4digit","Glassware (other than heading 66582), for indoor decoration","","Glassware (other than heading 66582), for indoor decoration","",381.0
1109,"6658","Articles made of glass, nes","4digit","Articles made of glass, nes","","Articles made of glass, nes","",381.0
1110,"6664","Porcelain or china house ware","4digit","Porcelain or china house ware","","Porcelain or china house ware","",382.0
1111,"6665","Articles of domestic or toilet purposes, of other kind of pottery","4digit","Articles of domestic or toilet purposes, of other kind of pottery","","Articles of domestic or toilet purposes, of other kind of pottery","",382.0
1112,"6666","Ornaments, personal articles of porcelain, china, or ceramic, nes","4digit","Ornaments, personal articles of porcelain, china, or ceramic, nes","","Ornaments, personal articles of porcelain, china, or ceramic, nes","",382.0
1113,"6671","Pearls, not mounted, set or strung","4digit","Pearls, not mounted, set or strung","","Pearls, not mounted, set or strung","",383.0
1114,"6672","Diamonds (non-industrial), not mounted or set","4digit","Diamonds (non-industrial), not mounted or set","","Diamonds (non-industrial), not mounted or set","",383.0
1115,"6673","Precious and semi-precious stones, not mounted, set or strung","4digit","Precious and semi-precious stones, not mounted, set or strung","","Precious and semi-precious stones, not mounted, set or strung","",383.0
1116,"6674","Synthetic or reconstructed precious or semi-precious stones","4digit","Synthetic or reconstructed precious or semi-precious stones","","Synthetic or reconstructed precious or semi-precious stones","",383.0
1117,"6712","Pig iron, cast iron, spiegeleisen, in pigs, blocks, lumps, etc","4digit","Pig iron, cast iron, spiegeleisen, in pigs, blocks, lumps, etc","","Pig iron, cast iron, spiegeleisen, in pigs, blocks, lumps, etc","",384.0
1118,"6713","Iron and steel powders, shot or sponge","4digit","Iron and steel powders, shot or sponge","","Iron and steel powders, shot or sponge","",384.0
1119,"6716","Ferro-alloys","4digit","Ferro-alloys","","Ferro-alloys","",384.0
1120,"6724","Puddled bars, pilings; ingots, blocks, lumps, etc, of iron or steel","4digit","Puddled bars, pilings; ingots, blocks, lumps, etc, of iron or steel","","Puddled bars, pilings; ingots, blocks, lumps, etc, of iron or steel","",385.0
1121,"6725","Blooms, billets, slabs and sheet bars, of iron or steel","4digit","Blooms, billets, slabs and sheet bars, of iron or steel","","Blooms, billets, slabs and sheet bars, of iron or steel","",385.0
1122,"6727","Iron or steel coils for re-rolling","4digit","Iron or steel coils for re-rolling","","Iron or steel coils for re-rolling","",385.0
1123,"6731","Wire rod of iron or steel","4digit","Wire rod of iron or steel","","Wire rod of iron or steel","",386.0
1124,"6732","Bars, rods (not wire rod), from iron or steel; hollow mining drill","4digit","Bars, rods (not wire rod), from iron or steel; hollow mining drill","","Bars, rods (not wire rod), from iron or steel; hollow mining drill","",386.0
1125,"6733","Angles, shapes, sections and sheet piling, of iron or steel","4digit","Angles, shapes, sections and sheet piling, of iron or steel","","Angles, shapes, sections and sheet piling, of iron or steel","",386.0
