"","code","level","parent_id","name_en","name_short_en","name_es","name_short_es","name"
291,"519","group",269.0,"Other information services","Other information services","Otros servicios de informacion","Otros servicios de informacion","Other information services"
292,"5191","class",291.0,"Other information services","Other information services","Otros servicios de informacion","Otros servicios de informacion","Other information services"
293,"6","section","","Finance, Real Estate & Professional Services","Finance, Real Estate & Professional Services","Servicios Financieros, Immobiliarios y Profesionales","Servicios Financieros, Immobiliarios y Profesionales","Finance, Real Estate & Professional Services"
294,"52","division",293.0,"Financial and insurance services","Financial and insurance services","Servicios financieros y de seguros","Servicios financieros y de seguros","Financial and insurance services"
295,"521","group",294.0,"Central bank","Central bank","Banca central","Banca central","Central bank"
296,"5211","class",295.0,"Central bank","Central bank","Banca central","Banca central","Central bank"
297,"522","group",294.0,"Credit and financial intermediation institutions, non-stock exchange","Credit and financial intermediation institutions, non-stock exchange","Instituciones de intermediacion crediticia y financiera no bursatil","Instituciones de intermediacion crediticia y financiera no bursatil","Credit and financial intermediation institutions, non-stock exchange"
298,"5221","class",297.0,"Multiple banking","Multiple banking","Banca multiple","Banca multiple","Multiple banking"
299,"5222","class",297.0,"Financial institutions for economic development","Financial institutions for economic development","Instituciones financieras de fomento economico","Instituciones financieras de fomento economico","Financial institutions for economic development"
300,"5223","class",297.0,"Credit unions and saving institutions","Credit unions and saving institutions","Uniones de credito e instituciones de ahorro","Uniones de credito e instituciones de ahorro","Credit unions and saving institutions"
301,"5224","class",297.0,"Other credit and financial intermediation institutions, non-stock exchange","Other credit and financial intermediation institutions, non-stock exchange","Otras instituciones de intermediacion crediticia y financiera no bursatil","Otras instituciones de intermediacion crediticia y financiera no bursatil","Other credit and financial intermediation institutions, non-stock exchange"
302,"5225","class",297.0,"Services related to credit intermediation, non-stock exchange","Services related to credit intermediation, non-stock exchange","Servicios relacionados con la intermediacion crediticia no bursatil","Servicios relacionados con la intermediacion crediticia no bursatil","Services related to credit intermediation, non-stock exchange"
303,"523","group",294.0,"Stock market, currency exchange and financial investment activities","Stock market, currency exchange and financial investment activities","Actividades bursatiles, cambiarias y de inversion financiera","Actividades bursatiles, cambiarias y de inversion financiera","Stock market, currency exchange and financial investment activities"
304,"5231","class",303.0,"Brokerage houses, foreign currency exchange houses and exchange offices","Brokerage houses, foreign currency exchange houses and exchange offices","Casas de bolsa, casas de cambio y centros cambiarios","Casas de bolsa, casas de cambio y centros cambiarios","Brokerage houses, foreign currency exchange houses and exchange offices"
305,"5232","class",303.0,"Stock exchange","Stock exchange","Bolsa de valores","Bolsa de valores","Stock exchange"
306,"5239","class",303.0,"Investment advice and other services related to stock exchange intermediation","Investment advice and other services related to stock exchange intermediation","Asesoria en inversiones y otros servicios relacionados con la intermediacion bursatil","Asesoria en inversiones y otros servicios relacionados con la intermediacion bursatil","Investment advice and other services related to stock exchange intermediation"
307,"524","group",294.0,"Surety, insurance and pension companies","Surety, insurance and pension companies","Companias de fianzas, seguros y pensiones","Companias de fianzas, seguros y pensiones","Surety, insurance and pension companies"
308,"5241","class",307.0,"Insurance and surety institutions","Insurance and surety institutions","Instituciones de seguros y fianzas","Instituciones de seguros y fianzas","Insurance and surety institutions"
309,"5242","class",307.0,"Services related to insurance and surety","Services related to insurance and surety","Servicios relacionados con los seguros y las fianzas","Servicios relacionados con los seguros y las fianzas","Services related to insurance and surety"
310,"53","division",293.0,"Real estate services and tangible and intangible goods rental","Real estate services and tangible and intangible goods rental","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles","Real estate services and tangible and intangible goods rental"
311,"531","group",310.0,"Real estate services","Real estate services","Servicios inmobiliarios","Servicios inmobiliarios","Real estate services"
312,"5311","class",311.0,"Rental of real estate without intermediation","Rental of real estate without intermediation","Alquiler sin intermediacion de bienes raices","Alquiler sin intermediacion de bienes raices","Rental of real estate without intermediation"
313,"5312","class",311.0,"Real estate agencies and brokers","Real estate agencies and brokers","Inmobiliarias y corredores de bienes raices","Inmobiliarias y corredores de bienes raices","Real estate agencies and brokers"
314,"5313","class",311.0,"Services related to real estate","Services related to real estate","Servicios relacionados con los servicios inmobiliarios","Servicios relacionados con los servicios inmobiliarios","Services related to real estate"
315,"532","group",310.0,"Rental of tangible goods","Rental of tangible goods","Servicios de alquiler de bienes muebles","Servicios de alquiler de bienes muebles","Rental of tangible goods"
316,"5321","class",315.0,"Rental of automobiles, trucks and other road transportation vehicles","Rental of automobiles, trucks and other road transportation vehicles","Alquiler de automoviles, camiones y otros transportes terrestres","Alquiler de automoviles, camiones y otros transportes terrestres","Rental of automobiles, trucks and other road transportation vehicles"
317,"5322","class",315.0,"Rental of household and personal goods","Rental of household and personal goods","Alquiler de articulos para el hogar y personales","Alquiler de articulos para el hogar y personales","Rental of household and personal goods"
318,"5323","class",315.0,"General rental centers","General rental centers","Centros generales de alquiler","Centros generales de alquiler","General rental centers"
319,"5324","class",315.0,"Rental of agricultural, fishing, industrial, commercial and services machinery and equipment","Rental of agricultural, fishing, industrial, commercial and services machinery and equipment","Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios","Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios","Rental of agricultural, fishing, industrial, commercial and services machinery and equipment"
320,"533","group",310.0,"Rental services of trademarks, patents and franchises","Rental services of trademarks, patents and franchises","Servicios de alquiler de marcas registradas, patentes y franquicias","Servicios de alquiler de marcas registradas, patentes y franquicias","Rental services of trademarks, patents and franchises"
321,"5331","class",320.0,"Rental services of trademarks, patents and franchises","Rental services of trademarks, patents and franchises","Servicios de alquiler de marcas registradas, patentes y franquicias","Servicios de alquiler de marcas registradas, patentes y franquicias","Rental services of trademarks, patents and franchises"
322,"54","division",293.0,"Professional, scientific and technical services","Professional, scientific and technical services","Servicios profesionales, cientificos y tecnicos","Servicios profesionales, cientificos y tecnicos","Professional, scientific and technical services"
323,"541","group",322.0,"Professional, scientific and technical services","Professional, scientific and technical services","Servicios profesionales, cientificos y tecnicos","Servicios profesionales, cientificos y tecnicos","Professional, scientific and technical services"
324,"5411","class",323.0,"Legal services","Legal services","Servicios legales","Servicios legales","Legal services"
325,"5412","class",323.0,"Accounting, auditing and related services","Accounting, auditing and related services","Servicios de contabilidad, auditoria y servicios relacionados","Servicios de contabilidad, auditoria y servicios relacionados","Accounting, auditing and related services"
326,"5413","class",323.0,"Architecture, engineering and related activities services","Architecture, engineering and related activities services","Servicios de arquitectura, ingenieria y actividades relacionadas","Servicios de arquitectura, ingenieria y actividades relacionadas","Architecture, engineering and related activities services"
327,"5414","class",323.0,"Specialized design","Specialized design","Diseno especializado","Diseno especializado","Specialized design"
328,"5415","class",323.0,"Computer systems design and related services","Computer systems design and related services","Servicios de diseno de sistemas de computo y servicios relacionados","Servicios de diseno de sistemas de computo y servicios relacionados","Computer systems design and related services"
329,"5416","class",323.0,"Management, scientific and technical consulting services","Management, scientific and technical consulting services","Servicios de consultoria administrativa, cientifica y tecnica","Servicios de consultoria administrativa, cientifica y tecnica","Management, scientific and technical consulting services"
330,"5417","class",323.0,"Scientific research and development services","Scientific research and development services","Servicios de investigacion cientifica y desarrollo","Servicios de investigacion cientifica y desarrollo","Scientific research and development services"
331,"5418","class",323.0,"Advertising services and related activities","Advertising services and related activities","Servicios de publicidad y actividades relacionadas","Servicios de publicidad y actividades relacionadas","Advertising services and related activities"
332,"5419","class",323.0,"Other professional, scientific and technical services","Other professional, scientific and technical services","Otros servicios profesionales, cientificos y tecnicos","Otros servicios profesionales, cientificos y tecnicos","Other professional, scientific and technical services"
333,"7","section","","Business & Related Services","Business & Related Services","Servicios Empresariales y Relacionados","Servicios Empresariales y Relacionados","Business & Related Services"
334,"55","division",333.0,"Head offices","Head offices","Corporativos","Corporativos","Head offices"
335,"551","group",334.0,"Head offices","Head offices","Corporativos","Corporativos","Head offices"
336,"5511","class",335.0,"Head offices","Head offices","Corporativos","Corporativos","Head offices"
337,"56","division",333.0,"Business support services, waste management and remediation services","Business support services, waste management and remediation services","Servicios de apoyo a los negocios y manejo de desechos y servicios de remediacion","Servicios de apoyo a los negocios y manejo de desechos y servicios de remediacion","Business support services, waste management and remediation services"
338,"561","group",337.0,"Business support services","Business support services","Servicios de apoyo a los negocios","Servicios de apoyo a los negocios","Business support services"
339,"5611","class",338.0,"Business administration services","Business administration services","Servicios de administracion de negocios","Servicios de administracion de negocios","Business administration services"
340,"5612","class",338.0,"Facilities support services","Facilities support services","Servicios combinados de apoyo en instalaciones","Servicios combinados de apoyo en instalaciones","Facilities support services"
341,"5613","class",338.0,"Employment services","Employment services","Servicios de empleo","Servicios de empleo","Employment services"
342,"5614","class",338.0,"Secretarial support, photocopying, collection, credit investigation and similar services","Secretarial support, photocopying, collection, credit investigation and similar services","Servicio de apoyo secretarial, fotocopiado, cobranza, investigacion crediticia y similares","Servicio de apoyo secretarial, fotocopiado, cobranza, investigacion crediticia y similares","Secretarial support, photocopying, collection, credit investigation and similar services"
343,"5615","class",338.0,"Travel agencies and reservation services","Travel agencies and reservation services","Agencias de viajes y servicios de reservaciones","Agencias de viajes y servicios de reservaciones","Travel agencies and reservation services"
344,"5616","class",338.0,"Investigation, protection and security services","Investigation, protection and security services","Servicios de investigacion, proteccion y seguridad","Servicios de investigacion, proteccion y seguridad","Investigation, protection and security services"
345,"5617","class",338.0,"Cleaning services","Cleaning services","Servicios de limpieza","Servicios de limpieza","Cleaning services"
346,"5619","class",338.0,"Other business support services","Other business support services","Otros servicios de apoyo a los negocios","Otros servicios de apoyo a los negocios","Other business support services"
347,"562","group",337.0,"Waste management and remediation services","Waste management and remediation services","Manejo de desechos y servicios de remediacion","Manejo de desechos y servicios de remediacion","Waste management and remediation services"
348,"5621","class",347.0,"Waste management and remediation services","Waste management and remediation services","Manejo de desechos y servicios de remediacion","Manejo de desechos y servicios de remediacion","Waste management and remediation services"
349,"8","section","","Education & Health Services","Education & Health Services","Servicios de Educación y Salud","Servicios de Educación y Salud","Education & Health Services"
350,"61","division",349.0,"Educational services","Educational services","Servicios educativos","Servicios educativos","Educational services"
351,"611","group",350.0,"Educational services","Educational services","Servicios educativos","Servicios educativos","Educational services"
352,"6111","class",351.0,"Basic, middle and special needs education schools","Basic, middle and special needs education schools","Escuelas de educacion basica, media y para necesidades especiales","Escuelas de educacion basica, media y para necesidades especiales","Basic, middle and special needs education schools"
353,"6112","class",351.0,"Higher technical education schools","Higher technical education schools","Escuelas de educacion postbachillerato","Escuelas de educacion postbachillerato","Higher technical education schools"
354,"6113","class",351.0,"Higher education schools","Higher education schools","Escuelas de educacion superior","Escuelas de educacion superior","Higher education schools"
355,"6114","class",351.0,"Business, computer and management training schools","Business, computer and management training schools","Escuelas comerciales, de computacion y de capacitacion para ejecutivos","Escuelas comerciales, de computacion y de capacitacion para ejecutivos","Business, computer and management training schools"
356,"6115","class",351.0,"Trade schools","Trade schools","Escuelas de oficios","Escuelas de oficios","Trade schools"
357,"6116","class",351.0,"Other educational services","Other educational services","Otros servicios educativos","Otros servicios educativos","Other educational services"
358,"6117","class",351.0,"Educational support services","Educational support services","Servicios de apoyo a la educacion","Servicios de apoyo a la educacion","Educational support services"
359,"62","division",349.0,"Health care and social assistance services","Health care and social assistance services","Servicios de salud y de asistencia social","Servicios de salud y de asistencia social","Health care and social assistance services"
360,"621","group",359.0,"Outpatient medical services and related services","Outpatient medical services and related services","Servicios medicos de consulta externa y servicios relacionados","Servicios medicos de consulta externa y servicios relacionados","Outpatient medical services and related services"
361,"6211","class",360.0,"Medical doctors offices","Medical doctors offices","Consultorios medicos","Consultorios medicos","Medical doctors offices"
362,"6212","class",360.0,"Dental offices","Dental offices","Consultorios dentales","Consultorios dentales","Dental offices"
363,"6213","class",360.0,"Other health care offices","Other health care offices","Otros consultorios para el cuidado de la salud","Otros consultorios para el cuidado de la salud","Other health care offices"
364,"6214","class",360.0,"Outpatient care centers","Outpatient care centers","Centros para la atencion de pacientes que no requieren hospitalizacion","Centros para la atencion de pacientes que no requieren hospitalizacion","Outpatient care centers"
365,"6215","class",360.0,"Medical and diagnostic laboratories","Medical and diagnostic laboratories","Laboratorios medicos y de diagnostico","Laboratorios medicos y de diagnostico","Medical and diagnostic laboratories"
366,"6216","class",360.0,"Home nursing services","Home nursing services","Servicios de enfermeria a domicilio","Servicios de enfermeria a domicilio","Home nursing services"
367,"6219","class",360.0,"Ambulance services, organ banks and other medical treatment ancillary services","Ambulance services, organ banks and other medical treatment ancillary services","Servicios de ambulancias, de bancos de organos y otros servicios auxiliares al tratamiento medico","Servicios de ambulancias, de bancos de organos y otros servicios auxiliares al tratamiento medico","Ambulance services, organ banks and other medical treatment ancillary services"
368,"622","group",359.0,"Hospitals","Hospitals","Hospitales","Hospitales","Hospitals"
369,"6221","class",368.0,"General hospitals","General hospitals","Hospitales generales","Hospitales generales","General hospitals"
370,"6222","class",368.0,"Psychiatric and addiction hospitals","Psychiatric and addiction hospitals","Hospitales psiquiatricos y para el tratamiento por adiccion","Hospitales psiquiatricos y para el tratamiento por adiccion","Psychiatric and addiction hospitals"
371,"6223","class",368.0,"Other medical specialties hospitals","Other medical specialties hospitals","Hospitales de otras especialidades medicas","Hospitales de otras especialidades medicas","Other medical specialties hospitals"
372,"623","group",359.0,"Social assistance and health care residential facilities","Social assistance and health care residential facilities","Residencias de asistencia social y para el cuidado de la salud","Residencias de asistencia social y para el cuidado de la salud","Social assistance and health care residential facilities"
373,"6231","class",372.0,"Residential facilities with nursing care for convalescent, in rehabilitation, incurable and terminal patients","Residential facilities with nursing care for convalescent, in rehabilitation, incurable and terminal patients","Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitacion, incurables y terminales","Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitacion, incurables y terminales","Residential facilities with nursing care for convalescent, in rehabilitation, incurable and terminal patients"
374,"6232","class",372.0,"Residential care facilities for persons with mental retardation, mental disorder and addictions","Residential care facilities for persons with mental retardation, mental disorder and addictions","Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adicciones","Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adicciones","Residential care facilities for persons with mental retardation, mental disorder and addictions"
375,"6233","class",372.0,"Homes and other residential care facilities for the elderly","Homes and other residential care facilities for the elderly","Asilos y otras residencias para el cuidado de ancianos","Asilos y otras residencias para el cuidado de ancianos","Homes and other residential care facilities for the elderly"
376,"6239","class",372.0,"Orphanages and other social assistance residential care facilities","Orphanages and other social assistance residential care facilities","Orfanatos y otras residencias de asistencia social","Orfanatos y otras residencias de asistencia social","Orphanages and other social assistance residential care facilities"
377,"624","group",359.0,"Other social assistance services","Other social assistance services","Otros servicios de asistencia social","Otros servicios de asistencia social","Other social assistance services"
378,"6241","class",377.0,"Guidance and social work services","Guidance and social work services","Servicios de orientacion y trabajo social","Servicios de orientacion y trabajo social","Guidance and social work services"
379,"6242","class",377.0,"Community food, housing and emergency services","Community food, housing and emergency services","Servicios comunitarios de alimentacion, refugio y emergencia","Servicios comunitarios de alimentacion, refugio y emergencia","Community food, housing and emergency services"
380,"6243","class",377.0,"Job training services for unemployed, underemployed or disabled persons","Job training services for unemployed, underemployed or disabled persons","Servicios de capacitacion para el trabajo para personas desempleadas, subempleadas o discapacitadas","Servicios de capacitacion para el trabajo para personas desempleadas, subempleadas o discapacitadas","Job training services for unemployed, underemployed or disabled persons"
381,"6244","class",377.0,"Nurseries","Nurseries","Guarderias","Guarderias","Nurseries"
382,"71","division",349.0,"Cultural and sporting recreation services and other recreational services","Cultural and sporting recreation services and other recreational services","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos","Cultural and sporting recreation services and other recreational services"
383,"711","group",382.0,"Artistic, cultural and sporting services, and other related services","Artistic, cultural and sporting services, and other related services","Servicios artisticos, culturales y deportivos, y otros servicios relacionados","Servicios artisticos, culturales y deportivos, y otros servicios relacionados","Artistic, cultural and sporting services, and other related services"
384,"7111","class",383.0,"Performing arts companies and groups","Performing arts companies and groups","Companias y grupos de espectaculos artisticos y culturales","Companias y grupos de espectaculos artisticos y culturales","Performing arts companies and groups"
385,"7112","class",383.0,"Professional athletes and sports teams","Professional athletes and sports teams","Deportistas y equipos deportivos profesionales","Deportistas y equipos deportivos profesionales","Professional athletes and sports teams"
386,"7113","class",383.0,"Promoters of performing arts, sports and similar events","Promoters of performing arts, sports and similar events","Promotores de espectaculos artisticos, culturales, deportivos y similares","Promotores de espectaculos artisticos, culturales, deportivos y similares","Promoters of performing arts, sports and similar events"
387,"7114","class",383.0,"Agents and managers for artists, athletes and similar figures","Agents and managers for artists, athletes and similar figures","Agentes y representantes de artistas, deportistas y similares","Agentes y representantes de artistas, deportistas y similares","Agents and managers for artists, athletes and similar figures"
388,"7115","class",383.0,"Independent artists, writers and technicians","Independent artists, writers and technicians","Artistas, escritores y tecnicos independientes","Artistas, escritores y tecnicos independientes","Independent artists, writers and technicians"
389,"712","group",382.0,"Museums, historical sites, zoos and similar institutions","Museums, historical sites, zoos and similar institutions","Museos, sitios historicos, zoologicos y similares","Museos, sitios historicos, zoologicos y similares","Museums, historical sites, zoos and similar institutions"
390,"7121","class",389.0,"Museums, historical sites, zoos and similar institutions","Museums, historical sites, zoos and similar institutions","Museos, sitios historicos, zoologicos y similares","Museos, sitios historicos, zoologicos y similares","Museums, historical sites, zoos and similar institutions"
391,"713","group",382.0,"Amusement services in recreational facilities and other recreational services","Amusement services in recreational facilities and other recreational services","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","Amusement services in recreational facilities and other recreational services"
392,"7131","class",391.0,"Parks with recreational facilities and amusement arcades","Parks with recreational facilities and amusement arcades","Parques con instalaciones recreativas y casas de juegos electronicos","Parques con instalaciones recreativas y casas de juegos electronicos","Parks with recreational facilities and amusement arcades"
393,"7132","class",391.0,"Casinos, lotteries and other gambling services","Casinos, lotteries and other gambling services","Casinos, loterias y otros juegos de azar","Casinos, loterias y otros juegos de azar","Casinos, lotteries and other gambling services"
394,"7139","class",391.0,"Other recreational services","Other recreational services","Otros servicios recreativos","Otros servicios recreativos","Other recreational services"
395,"72","division",349.0,"Temporary accommodation services and food and beverage preparation services","Temporary accommodation services and food and beverage preparation services","Servicios de alojamiento temporal y de preparacion de alimentos y bebidas","Servicios de alojamiento temporal y de preparacion de alimentos y bebidas","Temporary accommodation services and food and beverage preparation services"
396,"721","group",395.0,"Temporary accommodation services","Temporary accommodation services","Servicios de alojamiento temporal","Servicios de alojamiento temporal","Temporary accommodation services"
397,"7211","class",396.0,"Hotels, motels and similar facilities","Hotels, motels and similar facilities","Hoteles, moteles y similares","Hoteles, moteles y similares","Hotels, motels and similar facilities"
398,"7212","class",396.0,"Recreational camps and lodgings","Recreational camps and lodgings","Campamentos y albergues recreativos","Campamentos y albergues recreativos","Recreational camps and lodgings"
399,"7213","class",396.0,"Rooming and boarding houses, and furnished apartments and houses with maid services","Rooming and boarding houses, and furnished apartments and houses with maid services","Pensiones y casas de huespedes, y departamentos y casas amueblados con servicios de hoteleria","Pensiones y casas de huespedes, y departamentos y casas amueblados con servicios de hoteleria","Rooming and boarding houses, and furnished apartments and houses with maid services"
400,"722","group",395.0,"Food and beverage preparation services","Food and beverage preparation services","Servicios de preparacion de alimentos y bebidas","Servicios de preparacion de alimentos y bebidas","Food and beverage preparation services"
401,"7221","class",400.0,"Full service restaurants","Full service restaurants","Restaurantes con servicio completo","Restaurantes con servicio completo","Full service restaurants"
402,"7222","class",400.0,"Self-service, take-out and other limited service restaurants","Self-service, take-out and other limited service restaurants","Restaurantes de autoservicio, comida para llevar y otros restaurantes con servicio limitado","Restaurantes de autoservicio, comida para llevar y otros restaurantes con servicio limitado","Self-service, take-out and other limited service restaurants"
403,"7223","class",400.0,"Food catering services","Food catering services","Servicios de preparacion de alimentos por encargo","Servicios de preparacion de alimentos por encargo","Food catering services"
404,"7224","class",400.0,"Nightclubs, bars and similar drinking places","Nightclubs, bars and similar drinking places","Centros nocturnos, bares, cantinas y similares","Centros nocturnos, bares, cantinas y similares","Nightclubs, bars and similar drinking places"
405,"81","division",333.0,"Other services, except government activities","Other services, except government activities","Otros servicios excepto actividades gubernamentales","Otros servicios excepto actividades gubernamentales","Other services, except government activities"
406,"811","group",405.0,"Repair and maintenance services","Repair and maintenance services","Servicios de reparacion y mantenimiento","Servicios de reparacion y mantenimiento","Repair and maintenance services"
407,"8111","class",406.0,"Repair and maintenance of automobiles and trucks","Repair and maintenance of automobiles and trucks","Reparacion y mantenimiento de automoviles y camiones","Reparacion y mantenimiento de automoviles y camiones","Repair and maintenance of automobiles and trucks"
408,"8112","class",406.0,"Electronic and precision equipment repair and maintenance","Electronic and precision equipment repair and maintenance","Reparacion y mantenimiento de equipo electronico y de equipo de precision","Reparacion y mantenimiento de equipo electronico y de equipo de precision","Electronic and precision equipment repair and maintenance"
409,"8113","class",406.0,"Agricultural, industrial, commercial and services machinery and equipment repair and maintenance","Agricultural, industrial, commercial and services machinery and equipment repair and maintenance","Reparacion y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios","Reparacion y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios","Agricultural, industrial, commercial and services machinery and equipment repair and maintenance"
410,"8114","class",406.0,"Household and personal goods repair and maintenance","Household and personal goods repair and maintenance","Reparacion y mantenimiento de articulos para el hogar y personales","Reparacion y mantenimiento de articulos para el hogar y personales","Household and personal goods repair and maintenance"
411,"812","group",405.0,"Personal services","Personal services","Servicios personales","Servicios personales","Personal services"
412,"8121","class",411.0,"Beauty salons and clinics, public baths and washrooms, and shoeshine shops","Beauty salons and clinics, public baths and washrooms, and shoeshine shops","Salones y clinicas de belleza, banos publicos y bolerias","Salones y clinicas de belleza, banos publicos y bolerias","Beauty salons and clinics, public baths and washrooms, and shoeshine shops"
413,"8122","class",411.0,"Laundries and dry-cleaning shops","Laundries and dry-cleaning shops","Lavanderias y tintorerias","Lavanderias y tintorerias","Laundries and dry-cleaning shops"
414,"8123","class",411.0,"Funeral services and cemetery management","Funeral services and cemetery management","Servicios funerarios y administracion de cementerios","Servicios funerarios y administracion de cementerios","Funeral services and cemetery management"
415,"8124","class",411.0,"Parking lots and garages for motor vehicles","Parking lots and garages for motor vehicles","Estacionamientos y pensiones para vehiculos automotores","Estacionamientos y pensiones para vehiculos automotores","Parking lots and garages for motor vehicles"
416,"8129","class",411.0,"Photograph developing and printing and other personal services","Photograph developing and printing and other personal services","Servicios de revelado e impresion de fotografias y otros servicios personales","Servicios de revelado e impresion de fotografias y otros servicios personales","Photograph developing and printing and other personal services"
417,"813","group",405.0,"Associations and Organizations","Associations and Organizations","Asociaciones y organizaciones","Asociaciones y organizaciones","Associations and Organizations"
418,"8131","class",417.0,"Commercial, labor, professional and recreational associations and organizations","Commercial, labor, professional and recreational associations and organizations","Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas","Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas","Commercial, labor, professional and recreational associations and organizations"
419,"8132","class",417.0,"Religious, political and civic associations and organizations","Religious, political and civic associations and organizations","Asociaciones y organizaciones religiosas, politicas y civiles","Asociaciones y organizaciones religiosas, politicas y civiles","Religious, political and civic associations and organizations"
420,"814","group",405.0,"Private households employing domestic personnel","Private households employing domestic personnel","Hogares con empleados domesticos","Hogares con empleados domesticos","Private households employing domestic personnel"
421,"8141","class",420.0,"Private households employing domestic personnel","Private households employing domestic personnel","Hogares con empleados domesticos","Hogares con empleados domesticos","Private households employing domestic personnel"
422,"9","section","","Government Activities","Government Activities","Actividades Gubernamentales","Actividades Gubernamentales","Government Activities"
423,"93","division",422.0,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations","Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations","Actividades legislativas, gubernamentales, de imparticion de justicia y de organismos internacionales y extraterritoriales","Actividades legislativas, gubernamentales, de imparticion de justicia y de organismos internacionales y extraterritoriales","Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations"
424,"931","group",423.0,"Legislative, governmental and justice administration activities","Legislative, governmental and justice administration activities","Actividades legislativas, gubernamentales y de imparticion de justicia","Actividades legislativas, gubernamentales y de imparticion de justicia","Legislative, governmental and justice administration activities"
425,"9311","class",424.0,"Legislative bodies","Legislative bodies","Organos legislativos","Organos legislativos","Legislative bodies"
426,"9312","class",424.0,"General public administration","General public administration","Administracion publica en general","Administracion publica en general","General public administration"
427,"9313","class",424.0,"Regulation and promotion of economic development","Regulation and promotion of economic development","Regulacion y fomento del desarrollo economico","Regulacion y fomento del desarrollo economico","Regulation and promotion of economic development"
428,"9314","class",424.0,"Justice administration and security and public order preservation","Justice administration and security and public order preservation","Imparticion de justicia y mantenimiento de la seguridad y el orden publico","Imparticion de justicia y mantenimiento de la seguridad y el orden publico","Justice administration and security and public order preservation"
429,"9315","class",424.0,"Regulation and promotion of environmental improvement and preservation activities","Regulation and promotion of environmental improvement and preservation activities","Regulacion y fomento de actividades para mejorar y preservar el medio ambiente","Regulacion y fomento de actividades para mejorar y preservar el medio ambiente","Regulation and promotion of environmental improvement and preservation activities"
430,"9316","class",424.0,"Administrative activities of social welfare institutions","Administrative activities of social welfare institutions","Actividades administrativas de instituciones de bienestar social","Actividades administrativas de instituciones de bienestar social","Administrative activities of social welfare institutions"
431,"9317","class",424.0,"Foreign affairs","Foreign affairs","Relaciones exteriores","Relaciones exteriores","Foreign affairs"
432,"9318","class",424.0,"National security activities","National security activities","Actividades de seguridad nacional","Actividades de seguridad nacional","National security activities"
433,"932","group",423.0,"Extraterritorial and international organizations","Extraterritorial and international organizations","Organismos internacionales y extraterritoriales","Organismos internacionales y extraterritoriales","Extraterritorial and international organizations"
434,"9321","class",433.0,"Extraterritorial and international organizations","Extraterritorial and international organizations","Organismos internacionales y extraterritoriales","Organismos internacionales y extraterritoriales","Extraterritorial and international organizations"
