code	level	name_en	name_short_en	name_es	name_short_es
0	level0	Food and live animals chiefly for food	Food & live animals for food		
1	level0	Beverages and tobacco	Drinks and tobacco		
2	level0	Crude materials, inedible, except fuels	Crude materials (inedible)		
3	level0	Mineral fuels, lubricants and related materials	Fuels, lubricants & related materials		
4	level0	Animal and vegetable oils, fats and waxes	Animal and vegetable oils, fats and waxes		
5	level0	Chemicals and related products, nes	Chemicals and related products		
6	level0	Manufactured goods classified chiefly by materials	Manufactured goods		
7	level0	Machinery and transport equipment	Machinery & transport		
8	level0	Miscellaneous manufactured articles	Other manufactured articles		
9	level0	Commodities and transactions not classified elsewhere in the SITC	Other		
00	level1	Live animals chiefly for food	Live animals chiefly for food		
01	level1	Meat and preparations	Meat and preparations		
02	level1	Dairy products and birds' eggs	Dairy products and birds' eggs		
03	level1	Fish, crustacean and molluscs, and preparations thereof	Fish, crustacean and molluscs, and preparations thereof		
04	level1	Cereals and cereal preparations	Cereals and cereal preparations		
05	level1	Vegetables and fruit	Vegetables and fruit		
06	level1	Sugar, sugar preparations and honey	Sugar, sugar preparations and honey		
07	level1	Coffee, tea, cocoa, spices, and manufactures thereof	Coffee, tea, cocoa, spices, and manufactures thereof		
08	level1	Feeding stuff for animals (not including unmilled cereals)	Feeding stuff for animals (not including unmilled cereals)		
09	level1	Miscellaneous edible products and preparations	Miscellaneous edible products and preparations		
11	level1	Beverages	Beverages		
12	level1	Tobacco and tobacco manufactures	Tobacco and tobacco manufactures		
21	level1	Hides, skins and furskins, raw	Hides, skins and furskins, raw		
22	level1	Oil seeds and oleaginous fruit	Oil seeds and oleaginous fruit		
23	level1	Crude rubber (including synthetic and reclaimed)	Crude rubber (including synthetic and reclaimed)		
24	level1	Cork and wood	Cork and wood		
25	level1	Pulp and waste paper	Pulp and waste paper		
26	level1	Textile fibres (not wool tops) and their wastes (not in yarn)	Textile fibres (not wool tops) and their wastes (not in yarn)		
27	level1	Crude fertilizer and crude minerals	Crude fertilizer and crude minerals		
28	level1	Metalliferous ores and metal scrap	Metalliferous ores and metal scrap		
29	level1	Crude animal and vegetable materials, nes	Crude animal and vegetable materials, nes		
32	level1	Coal, coke and briquettes	Coal, coke and briquettes		
33	level1	Petroleum, petroleum products and related materials	Petroleum, petroleum products and related materials		
34	level1	Gas, natural and manufactured	Gas, natural and manufactured		
35	level1	Electric current	Electric current		
41	level1	Animal oils and fats	Animal oils and fats		
42	level1	Fixed vegetable oils and fats	Fixed vegetable oils and fats		
43	level1	Animal and vegetable oils and fats, processed, and waxes	Animal and vegetable oils and fats, processed, and waxes		
51	level1	Organic chemicals	Organic chemicals		
52	level1	Inorganic chemicals	Inorganic chemicals		
53	level1	Dyeing, tanning and colouring materials	Dyeing, tanning and colouring materials		
54	level1	Medicinal and pharmaceutical products	Medicinal and pharmaceutical products		
55	level1	Oils and perfume materials; toilet and cleansing preparations	Oils and perfume materials; toilet and cleansing preparations		
56	level1	Fertilizers, manufactured	Fertilizers, manufactured		
57	level1	Explosives and pyrotechnic products	Explosives and pyrotechnic products		
58	level1	Artificial resins and plastic materials, and cellulose esters etc	Artificial resins and plastic materials, and cellulose esters etc		
59	level1	Chemical materials and products, nes	Chemical materials and products, nes		
61	level1	Leather, leather manufactures, nes, and dressed furskins	Leather, leather manufactures, nes, and dressed furskins		
62	level1	Rubber manufactures, nes	Rubber manufactures, nes		
63	level1	Cork and wood, cork manufactures	Cork and wood, cork manufactures		
64	level1	Paper, paperboard, and articles of pulp, of paper or of paperboard	Paper, paperboard, and articles of pulp, of paper or of paperboard		
65	level1	Textile yarn, fabrics, made-up articles, nes, and related products	Textile yarn, fabrics, made-up articles, nes, and related products		
66	level1	Non-metallic mineral manufactures, nes	Non-metallic mineral manufactures, nes		
67	level1	Iron and steel	Iron and steel		
68	level1	Non-ferrous metals	Non-ferrous metals		
69	level1	Manufactures of metals, nes	Manufactures of metals, nes		
71	level1	Power generating machinery and equipment	Power generating machinery and equipment		
72	level1	Machinery specialized for particular industries	Machinery specialized for particular industries		
73	level1	Metalworking machinery	Metalworking machinery		
74	level1	General industrial machinery and equipment, nes, and parts of, nes	General industrial machinery and equipment, nes, and parts of, nes		
75	level1	Office machines and automatic data processing equipment	Office machines and automatic data processing equipment		
76	level1	Telecommunications, sound recording and reproducing equipment	Telecommunications, sound recording and reproducing equipment		
77	level1	Electric machinery, apparatus and appliances, nes, and parts, nes	Electric machinery, apparatus and appliances, nes, and parts, nes		
78	level1	Road vehicles	Road vehicles		
79	level1	Other transport equipment	Other transport equipment		
81	level1	Sanitary, plumbing, heating, lighting fixtures and fittings, nes	Sanitary, plumbing, heating, lighting fixtures and fittings, nes		
82	level1	Furniture and parts thereof	Furniture and parts thereof		
83	level1	Travel goods, handbags and similar containers	Travel goods, handbags and similar containers		
84	level1	Articles of apparel and clothing accessories	Articles of apparel and clothing accessories		
85	level1	Footwear	Footwear		
87	level1	Professional, scientific, controlling instruments, apparatus, nes	Professional, scientific, controlling instruments, apparatus, nes		
88	level1	Photographic equipment and supplies, optical goods; watches, etc	Photographic equipment and supplies, optical goods; watches, etc		
89	level1	Miscellaneous manufactured articles, nes	Miscellaneous manufactured articles, nes		
91	level1	Postal packages not classified according to kind	Postal packages not classified according to kind		
93	level1	Special transactions, commodity not classified according to class	Special transactions, commodity not classified according to class		
94	level1	Animals, live, nes, (including zoo animals, pets, insects, etc)	Animals, live, nes, (including zoo animals, pets, insects, etc)		
95	level1	Armoured fighting vehicles, war firearms, ammunition, parts, nes	Armoured fighting vehicles, war firearms, ammunition, parts, nes		
96	level1	Coin (other than gold coin), not being legal tender	Coin (other than gold coin), not being legal tender		
97	level1	Gold, non-monetary (excluding gold ores and concentrates)	Gold, non-monetary (excluding gold ores and concentrates)		
ZZ	level1	Unknown	Unknown		
001	level2	Live animals chiefly for food	Live animals chiefly for food		
011	level2	Meat and edible meat offal, fresh, chilled or frozen	Meat and edible meat offal, fresh, chilled or frozen		
012	level2	Meat and edible meat offal, in brine, dried, salted or smoked	Meat and edible meat offal, in brine, dried, salted or smoked		
014	level2	Meat and edible meat offal, prepared, preserved, nes; fish extracts	Meat and edible meat offal, prepared, preserved, nes; fish extracts		
022	level2	Milk and cream	Milk and cream		
023	level2	Butter	Butter		
024	level2	Cheese and curd	Cheese and curd		
025	level2	Eggs, birds', and egg yolks, fresh, dried or preserved	Eggs, birds', and egg yolks, fresh, dried or preserved		
034	level2	Fish, fresh, chilled or frozen	Fish, fresh, chilled or frozen		
035	level2	Fish, dried, salted or in brine; smoked fish	Fish, dried, salted or in brine; smoked fish		
036	level2	Crustaceans and molluscs, fresh, chilled, frozen, salted, etc	Crustaceans and molluscs, fresh, chilled, frozen, salted, etc		
037	level2	Fish, crustaceans and molluscs, prepared or preserved, nes	Fish, crustaceans and molluscs, prepared or preserved, nes		
041	level2	Wheat and meslin, unmilled	Wheat and meslin, unmilled		
042	level2	Rice	Rice		
043	level2	Barley, unmilled	Barley, unmilled		
044	level2	Maize, unmilled	Maize, unmilled		
045	level2	Cereals, unmilled	Cereals, unmilled		
046	level2	Meal and flour of wheat and flour of meslin	Meal and flour of wheat and flour of meslin		
047	level2	Other cereal meals and flour	Other cereal meals and flour		
048	level2	Cereal, flour or starch preparations of fruits or vegetables	Cereal, flour or starch preparations of fruits or vegetables		
054	level2	Vegetables, fresh or simply preserved; roots and tubers, nes	Vegetables, fresh or simply preserved; roots and tubers, nes		
056	level2	Vegetables, roots and tubers, prepared or preserved, nes	Vegetables, roots and tubers, prepared or preserved, nes		
057	level2	Fruit and nuts, fresh, dried	Fruit and nuts, fresh, dried		
058	level2	Fruit, preserved, and fruits preparations	Fruit, preserved, and fruits preparations		
061	level2	Sugar and honey	Sugar and honey		
062	level2	Sugar confectionery and preparations, non-chocolate	Sugar confectionery and preparations, non-chocolate		
071	level2	Coffee and coffee substitutes	Coffee and coffee substitutes		
072	level2	Cocoa	Cocoa		
073	level2	Chocolate and other preparations containing cocoa, nes	Chocolate and other preparations containing cocoa, nes		
074	level2	Tea and mate	Tea and mate		
075	level2	Spices	Spices		
081	level2	Feeding stuff for animals (not including unmilled cereals)	Feeding stuff for animals (not including unmilled cereals)		
091	level2	Margarine and shortening	Margarine and shortening		
098	level2	Edible products and preparations, nes	Edible products and preparations, nes		
111	level2	Non-alcoholic beverages, nes	Non-alcoholic beverages, nes		
112	level2	Alcoholic beverages	Alcoholic beverages		
121	level2	Tobacco unmanufactured; tobacco refuse	Tobacco unmanufactured; tobacco refuse		
122	level2	Tobacco, manufactured	Tobacco, manufactured		
211	level2	Hides and skins, excluding furs, raw	Hides and skins, excluding furs, raw		
212	level2	Furskins, raw	Furskins, raw		
222	level2	Seeds and oleaginous fruit, whole or broken, for 'soft' fixed oil	Seeds and oleaginous fruit, whole or broken, for 'soft' fixed oil		
223	level2	Seeds and oleaginous fruit, whole or broken, for other fixed oils	Seeds and oleaginous fruit, whole or broken, for other fixed oils		
232	level2	Natural rubber latex; rubber and gums	Natural rubber latex; rubber and gums		
233	level2	Synthetic rubber, latex, etc; waste, scrap of unhardened rubber	Synthetic rubber, latex, etc; waste, scrap of unhardened rubber		
244	level2	Cork, natural, raw and waste	Cork, natural, raw and waste		
245	level2	Fuel wood and wood charcoal	Fuel wood and wood charcoal		
246	level2	Pulpwood (including chips and wood waste)	Pulpwood (including chips and wood waste)		
247	level2	Other wood in the rough or roughly squared	Other wood in the rough or roughly squared		
248	level2	Wood, simply worked, and railway sleepers of wood	Wood, simply worked, and railway sleepers of wood		
251	level2	Pulp and waste paper	Pulp and waste paper		
261	level2	Silk	Silk		
263	level2	Cotton	Cotton		
264	level2	Jute, other textile bast fibres, nes, raw, processed but not spun	Jute, other textile bast fibres, nes, raw, processed but not spun		
265	level2	Vegetable textile fibres, excluding cotton, jute, and waste	Vegetable textile fibres, excluding cotton, jute, and waste		
266	level2	Synthetic fibres suitable for spinning	Synthetic fibres suitable for spinning		
267	level2	Other man-made fibres suitable for spinning, and waste	Other man-made fibres suitable for spinning, and waste		
268	level2	Wool and other animal hair (excluding tops)	Wool and other animal hair (excluding tops)		
269	level2	Old clothing and other old textile articles; rags	Old clothing and other old textile articles; rags		
271	level2	Fertilizers, crude	Fertilizers, crude		
273	level2	Stone, sand and gravel	Stone, sand and gravel		
274	level2	Sulphur and unroasted iron pyrites	Sulphur and unroasted iron pyrites		
277	level2	Natural abrasives, nes	Natural abrasives, nes		
278	level2	Other crude minerals	Other crude minerals		
281	level2	Iron ore and concentrates	Iron ore and concentrates		
282	level2	Waste and scrap metal of iron or steel	Waste and scrap metal of iron or steel		
286	level2	Ores and concentrates of uranium and thorium	Ores and concentrates of uranium and thorium		
287	level2	Ores and concentrates of base metals, nes	Ores and concentrates of base metals, nes		
288	level2	Non-ferrous base metal waste and scrap, nes	Non-ferrous base metal waste and scrap, nes		
289	level2	Ores and concentrates of precious metals, waste, scrap	Ores and concentrates of precious metals, waste, scrap		
291	level2	Crude animal materials, nes	Crude animal materials, nes		
292	level2	Crude vegetable materials, nes	Crude vegetable materials, nes		
322	level2	Coal, lignite and peat	Coal, lignite and peat		
323	level2	Briquettes; coke and semi-coke; lignite or peat; retort carbon	Briquettes; coke and semi-coke; lignite or peat; retort carbon		
333	level2	Crude petroleum and oils obtained from bituminous minerals	Crude petroleum and oils obtained from bituminous minerals		
334	level2	Petroleum products, refined	Petroleum products, refined		
335	level2	Residual petroleum products, nes and related materials	Residual petroleum products, nes and related materials		
341	level2	Gas, natural and manufactured	Gas, natural and manufactured		
351	level2	Electric current	Electric current		
411	level2	Animal oils and fats	Animal oils and fats		
423	level2	Fixed vegetable oils, soft, crude refined or purified	Fixed vegetable oils, soft, crude refined or purified		
424	level2	Other fixed vegetable oils, fluid or solid, crude, refined	Other fixed vegetable oils, fluid or solid, crude, refined		
431	level2	Animal and vegetable oils and fats, processed, and waxes	Animal and vegetable oils and fats, processed, and waxes		
511	level2	Hydrocarbons, nes, and derivatives	Hydrocarbons, nes, and derivatives		
512	level2	Alcohols, phenols etc, and their derivatives	Alcohols, phenols etc, and their derivatives		
513	level2	Carboxylic acids, and their derivatives	Carboxylic acids, and their derivatives		
514	level2	Nitrogen-function compounds	Nitrogen-function compounds		
515	level2	Organo-inorganic and heterocyclic compounds	Organo-inorganic and heterocyclic compounds		
516	level2	Other organic chemicals	Other organic chemicals		
522	level2	Inorganic chemical elements, oxides and halogen salts	Inorganic chemical elements, oxides and halogen salts		
523	level2	Other inorganic chemicals; compounds of precious metals	Other inorganic chemicals; compounds of precious metals		
524	level2	Radioactive and associated material	Radioactive and associated material		
531	level2	Synthetic dye, natural indigo, lakes	Synthetic dye, natural indigo, lakes		
532	level2	Dyeing and tanning extracts, and synthetic tanning materials	Dyeing and tanning extracts, and synthetic tanning materials		
533	level2	Pigments, paints, varnishes and related materials	Pigments, paints, varnishes and related materials		
541	level2	Medicinal and pharmaceutical products	Medicinal and pharmaceutical products		
551	level2	Essential oils, perfume and flavour materials	Essential oils, perfume and flavour materials		
553	level2	Perfumery, cosmetics, toilet preparations, etc	Perfumery, cosmetics, toilet preparations, etc		
554	level2	Soap, cleansing and polishing preparations	Soap, cleansing and polishing preparations		
562	level2	Fertilizers, manufactured	Fertilizers, manufactured		
572	level2	Explosives and pyrotechnic products	Explosives and pyrotechnic products		
582	level2	Condensation, polycondensation and polyaddition products	Condensation, polycondensation and polyaddition products		
583	level2	Polymerization and copolymerization products	Polymerization and copolymerization products		
584	level2	Regenerated cellulose; derivatives of cellulose; vulcanized fibre	Regenerated cellulose; derivatives of cellulose; vulcanized fibre		
585	level2	Other artificial resins and plastic materials	Other artificial resins and plastic materials		
591	level2	Pesticides, disinfectants	Pesticides, disinfectants		
592	level2	Starches, insulin and wheat gluten; albuminoidal substances; glues	Starches, insulin and wheat gluten; albuminoidal substances; glues		
598	level2	Miscellaneous chemical products, nes	Miscellaneous chemical products, nes		
611	level2	Leather	Leather		
612	level2	Manufactures of leather or of composition leather, nes; etc	Manufactures of leather or of composition leather, nes; etc		
613	level2	Furskins, tanned or dressed; pieces of furskin, tanned or dressed	Furskins, tanned or dressed; pieces of furskin, tanned or dressed		
621	level2	Materials of rubber	Materials of rubber		
625	level2	Rubber tires, tire cases, inner and flaps, for wheels of all kinds	Rubber tires, tire cases, inner and flaps, for wheels of all kinds		
628	level2	Articles of rubber, nes	Articles of rubber, nes		
633	level2	Cork manufactures	Cork manufactures		
634	level2	"Veneers, plywood, ""improved"" wood and other wood, worked, nes"	"Veneers, plywood, ""improved"" wood and other wood, worked, nes"		
635	level2	Wood manufactures, nes	Wood manufactures, nes		
641	level2	Paper and paperboard	Paper and paperboard		
642	level2	Paper and paperboard, precut, and articles of paper or paperboard	Paper and paperboard, precut, and articles of paper or paperboard		
651	level2	Textile yarn	Textile yarn		
652	level2	Cotton fabrics, woven (not including narrow or special fabrics)	Cotton fabrics, woven (not including narrow or special fabrics)		
653	level2	Fabrics, woven, of man-made fibres (not narrow or special fabrics)	Fabrics, woven, of man-made fibres (not narrow or special fabrics)		
654	level2	Textile fabrics, woven, other than cotton or man-made fibres	Textile fabrics, woven, other than cotton or man-made fibres		
655	level2	Knitted or crocheted fabrics (including tubular, etc, fabrics)	Knitted or crocheted fabrics (including tubular, etc, fabrics)		
656	level2	Tulle, lace, embroidery, ribbons, trimmings and other small wares	Tulle, lace, embroidery, ribbons, trimmings and other small wares		
657	level2	Special textile fabrics and related products	Special textile fabrics and related products		
658	level2	Made-up articles, wholly or chiefly of textile materials, nes	Made-up articles, wholly or chiefly of textile materials, nes		
659	level2	Floor coverings, etc	Floor coverings, etc		
661	level2	Lime, cement, and fabricated construction materials	Lime, cement, and fabricated construction materials		
662	level2	Clay and refractory construction materials	Clay and refractory construction materials		
663	level2	Mineral manufactures, nes	Mineral manufactures, nes		
664	level2	Glass	Glass		
665	level2	Glassware	Glassware		
666	level2	Pottery	Pottery		
667	level2	Pearl, precious and semi-precious stones, unworked or worked	Pearl, precious and semi-precious stones, unworked or worked		
671	level2	Pig and sponge iron, spiegeleisen, etc, and ferro-alloys	Pig and sponge iron, spiegeleisen, etc, and ferro-alloys		
672	level2	Ingots and other primary forms, of iron or steel	Ingots and other primary forms, of iron or steel		
673	level2	Iron and steel bars, rods, shapes and sections	Iron and steel bars, rods, shapes and sections		
674	level2	Universals, plates, and sheets, of iron or steel	Universals, plates, and sheets, of iron or steel		
675	level2	Hoop and strip of iron or steel, hot-rolled or cold-rolled	Hoop and strip of iron or steel, hot-rolled or cold-rolled		
676	level2	Rails and railway track construction materials, of iron or steel	Rails and railway track construction materials, of iron or steel		
677	level2	Iron or steel wire (excluding wire rod), not insulated	Iron or steel wire (excluding wire rod), not insulated		
678	level2	Tube, pipes and fittings, of iron or steel	Tube, pipes and fittings, of iron or steel		
679	level2	Iron, steel casting, forging and stamping, in the rough state, nes	Iron, steel casting, forging and stamping, in the rough state, nes		
681	level2	Silver, platinum and other metals of the platinum group	Silver, platinum and other metals of the platinum group		
682	level2	Copper	Copper		
683	level2	Nickel	Nickel		
684	level2	Aluminium	Aluminium		
685	level2	Lead	Lead		
686	level2	Zinc	Zinc		
687	level2	Tin	Tin		
688	level2	Uranium depleted in U235, thorium, and alloys, nes; waste and scrap	Uranium depleted in U235, thorium, and alloys, nes; waste and scrap		
689	level2	Miscellaneous non-ferrous base metals, employed in metallurgy	Miscellaneous non-ferrous base metals, employed in metallurgy		
691	level2	Structures and parts, nes, of iron, steel or aluminium	Structures and parts, nes, of iron, steel or aluminium		
692	level2	Metal containers for storage and transport	Metal containers for storage and transport		
693	level2	Wire products (excluding insulated electrical wire); fencing grills	Wire products (excluding insulated electrical wire); fencing grills		
694	level2	Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper	Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper		
695	level2	Tools for use in the hand or in machines	Tools for use in the hand or in machines		
696	level2	Cutlery	Cutlery		
697	level2	Household equipment of base metal, nes	Household equipment of base metal, nes		
699	level2	Manufactures of base metal, nes	Manufactures of base metal, nes		
711	level2	Steam boilers and auxiliary plant; and parts thereof, nes	Steam boilers and auxiliary plant; and parts thereof, nes		
712	level2	Steam engines, turbines	Steam engines, turbines		
713	level2	Internal combustion piston engines, and parts thereof, nes	Internal combustion piston engines, and parts thereof, nes		
714	level2	Engines and motors, non-electric; parts, nes; group 714, item 71888	Engines and motors, non-electric; parts, nes; group 714, item 71888		
716	level2	Rotating electric plant and parts thereof, nes	Rotating electric plant and parts thereof, nes		
718	level2	Other power generating machinery and parts thereof, nes	Other power generating machinery and parts thereof, nes		
721	level2	Agricultural machinery (excluding tractors) and parts thereof, nes	Agricultural machinery (excluding tractors) and parts thereof, nes		
722	level2	Tractors (other than those falling in heading 74411 and 7832)	Tractors (other than those falling in heading 74411 and 7832)		
723	level2	Civil engineering, contractors' plant and equipment and parts, nes	Civil engineering, contractors' plant and equipment and parts, nes		
724	level2	Textile and leather machinery, and parts thereof, nes	Textile and leather machinery, and parts thereof, nes		
725	level2	Paper and paper manufacture machinery, and parts thereof, nes	Paper and paper manufacture machinery, and parts thereof, nes		
726	level2	Printing, bookbinding machinery, and parts thereof, nes	Printing, bookbinding machinery, and parts thereof, nes		
727	level2	Food-processing machines (non-domestic) and parts thereof, nes	Food-processing machines (non-domestic) and parts thereof, nes		
728	level2	Other machinery, equipment, for specialized industries; parts nes	Other machinery, equipment, for specialized industries; parts nes		
736	level2	Metalworking machine-tools, parts and accessories thereof, nes	Metalworking machine-tools, parts and accessories thereof, nes		
737	level2	Metalworking machinery (other than machine-tools), and parts, nes	Metalworking machinery (other than machine-tools), and parts, nes		
741	level2	Heating and cooling equipment and parts thereof, nes	Heating and cooling equipment and parts thereof, nes		
742	level2	Pumps for liquids; liquid elevators; and parts thereof, nes	Pumps for liquids; liquid elevators; and parts thereof, nes		
743	level2	Pumps, compressors; centrifuges; filtering apparatus; etc, parts	Pumps, compressors; centrifuges; filtering apparatus; etc, parts		
744	level2	Mechanical handling equipment, and parts thereof, nes	Mechanical handling equipment, and parts thereof, nes		
745	level2	Other non-electric machinery, tools and mechanical apparatus, nes	Other non-electric machinery, tools and mechanical apparatus, nes		
749	level2	Non-electric parts and accessories of machinery, nes	Non-electric parts and accessories of machinery, nes		
751	level2	Office machines	Office machines		
752	level2	Automatic data processing machines and units thereof	Automatic data processing machines and units thereof		
759	level2	Parts, nes of and accessories for machines of headings 751 or 752	Parts, nes of and accessories for machines of headings 751 or 752		
761	level2	Television receivers	Television receivers		
762	level2	Radio-broadcast receivers	Radio-broadcast receivers		
763	level2	Gramophones, dictating machines and other sound recorders	Gramophones, dictating machines and other sound recorders		
764	level2	Telecommunication equipment, nes; parts and accessories, nes	Telecommunication equipment, nes; parts and accessories, nes		
771	level2	Electric power machinery, and parts thereof, nes	Electric power machinery, and parts thereof, nes		
772	level2	Electrical apparatus for making and breaking electrical circuits	Electrical apparatus for making and breaking electrical circuits		
773	level2	Equipment for distribution of electricity	Equipment for distribution of electricity		
774	level2	Electro-medical and radiological equipment	Electro-medical and radiological equipment		
775	level2	Household type equipment, nes	Household type equipment, nes		
776	level2	Thermionic, microcircuits, transistors, valves, etc	Thermionic, microcircuits, transistors, valves, etc		
778	level2	Electrical machinery and apparatus, nes	Electrical machinery and apparatus, nes		
781	level2	Passenger motor vehicles (excluding buses)	Passenger motor vehicles (excluding buses)		
782	level2	Lorries and special purposes motor vehicles	Lorries and special purposes motor vehicles		
783	level2	Road motor vehicles, nes	Road motor vehicles, nes		
784	level2	Motor vehicle parts and accessories, nes	Motor vehicle parts and accessories, nes		
785	level2	Cycles, scooters, motorized or not; invalid carriages	Cycles, scooters, motorized or not; invalid carriages		
786	level2	Trailers, and other vehicles, not motorized, nes	Trailers, and other vehicles, not motorized, nes		
791	level2	Railway vehicles and associated equipment	Railway vehicles and associated equipment		
792	level2	Aircraft and associated equipment, and parts thereof, nes	Aircraft and associated equipment, and parts thereof, nes		
793	level2	Ships, boats and floating structures	Ships, boats and floating structures		
812	level2	Sanitary, plumbing, heating, lighting fixtures and fittings, nes	Sanitary, plumbing, heating, lighting fixtures and fittings, nes		
821	level2	Furniture and parts thereof	Furniture and parts thereof		
831	level2	Travel goods, handbags etc, of leather, plastics, textile, others	Travel goods, handbags etc, of leather, plastics, textile, others		
842	level2	Men's and boys' outerwear, textile fabrics not knitted or crocheted	Men's and boys' outerwear, textile fabrics not knitted or crocheted		
843	level2	Womens, girls, infants outerwear, textile, not knitted or crocheted	Womens, girls, infants outerwear, textile, not knitted or crocheted		
844	level2	Under garments of textile fabrics, not knitted or crocheted	Under garments of textile fabrics, not knitted or crocheted		
845	level2	Outerwear knitted or crocheted, not elastic nor rubberized	Outerwear knitted or crocheted, not elastic nor rubberized		
846	level2	Under-garments, knitted or crocheted	Under-garments, knitted or crocheted		
847	level2	Clothing accessories, of textile fabrics, nes	Clothing accessories, of textile fabrics, nes		
848	level2	Articles of apparel, clothing accessories, non-textile, headgear	Articles of apparel, clothing accessories, non-textile, headgear		
851	level2	Footwear	Footwear		
871	level2	Optical instruments and apparatus	Optical instruments and apparatus		
872	level2	Medical instruments and appliances, nes	Medical instruments and appliances, nes		
873	level2	Meters and counters, nes	Meters and counters, nes		
874	level2	Measuring, checking, analysis, controlling instruments, nes, parts	Measuring, checking, analysis, controlling instruments, nes, parts		
881	level2	Photographic apparatus and equipment, nes	Photographic apparatus and equipment, nes		
882	level2	Photographic and cinematographic supplies	Photographic and cinematographic supplies		
883	level2	Cinematograph film, exposed and developed	Cinematograph film, exposed and developed		
884	level2	Optical goods nes	Optical goods nes		
885	level2	Watches and clocks	Watches and clocks		
892	level2	Printed matter	Printed matter		
893	level2	Articles, nes of plastic materials	Articles, nes of plastic materials		
894	level2	Baby carriages, toys, games and sporting goods	Baby carriages, toys, games and sporting goods		
895	level2	Office and stationary supplies, nes	Office and stationary supplies, nes		
896	level2	Works of art, collectors' pieces and antiques	Works of art, collectors' pieces and antiques		
897	level2	Gold, silver ware, jewelry and articles of precious materials, nes	Gold, silver ware, jewelry and articles of precious materials, nes		
898	level2	Musical instruments, parts and accessories thereof	Musical instruments, parts and accessories thereof		
899	level2	Other miscellaneous manufactured articles, nes	Other miscellaneous manufactured articles, nes		
911	level2	Postal packages not classified according to kind	Postal packages not classified according to kind		
931	level2	Special transactions, commodity not classified according to class	Special transactions, commodity not classified according to class		
941	level2	Animals, live, nes, (including zoo animals, pets, insects, etc)	Animals, live, nes, (including zoo animals, pets, insects, etc)		
951	level2	Armoured fighting vehicles, war firearms, ammunition, parts, nes	Armoured fighting vehicles, war firearms, ammunition, parts, nes		
961	level2	Coin (other than gold coin), not being legal tender	Coin (other than gold coin), not being legal tender		
971	level2	Gold, non-monetary (excluding gold ores and concentrates)	Gold, non-monetary (excluding gold ores and concentrates)		
ZZZ	level2	Unknown	Unknown		
0011	level3	Animals of the bovine species (including buffaloes), live	Animals of the bovine species (including buffaloes), live		
0012	level3	Sheep and goats, live	Sheep and goats, live		
0013	level3	Swine, live	Swine, live		
0014	level3	Poultry, live	Poultry, live		
0015	level3	Equine species, live	Equine species, live		
0019	level3	Live animals of a kind mainly used for human food, nes	Live animals of a kind mainly used for human food, nes		
0111	level3	Bovine meat, fresh, chilled or frozen	Bovine meat, fresh, chilled or frozen		
0112	level3	Meat of sheep and goats, fresh, chilled or frozen	Meat of sheep and goats, fresh, chilled or frozen		
0113	level3	Pig meat fresh, chilled or frozen	Pig meat fresh, chilled or frozen		
0114	level3	Poultry, dead and edible offal, fresh, chilled or frozen	Poultry, dead and edible offal, fresh, chilled or frozen		
0115	level3	Meat of horses, asses, mules and hinnies, fresh, chilled or frozen	Meat of horses, asses, mules and hinnies, fresh, chilled or frozen		
0116	level3	Edible offal of headings 0011-5 and 0015, fresh, chilled or frozen	Edible offal of headings 0011-5 and 0015, fresh, chilled or frozen		
0118	level3	Other fresh, chilled or frozen meat or edible meat offal	Other fresh, chilled or frozen meat or edible meat offal		
0121	level3	Bacon, ham, other dried, salted or smoked meat of domestic swine	Bacon, ham, other dried, salted or smoked meat of domestic swine		
0129	level3	Meat and edible meat offal, nes, in brine, dried, salted or smoked	Meat and edible meat offal, nes, in brine, dried, salted or smoked		
0141	level3	Meat extracts and juices; fish extracts	Meat extracts and juices; fish extracts		
0142	level3	Sausages and the like, of meat, meat offal or animal blood	Sausages and the like, of meat, meat offal or animal blood		
0149	level3	Other prepared or preserved meat or meat offal	Other prepared or preserved meat or meat offal		
0223	level3	Milk and cream fresh, not concentrated or sweetened	Milk and cream fresh, not concentrated or sweetened		
0224	level3	Milk and cream, preserved, concentrated or sweetened	Milk and cream, preserved, concentrated or sweetened		
0230	level3	Butter	Butter		
0240	level3	Cheese and curd	Cheese and curd		
0251	level3	Eggs, birds', and egg yolks, fresh, dried or preserved, in shell	Eggs, birds', and egg yolks, fresh, dried or preserved, in shell		
0252	level3	Eggs, birds', egg yolks, fresh, dried or preserved, not in shell	Eggs, birds', egg yolks, fresh, dried or preserved, not in shell		
0341	level3	Fish, fresh or chilled, excluding fillet	Fish, fresh or chilled, excluding fillet		
0342	level3	Fish, frozen, excluding fillets	Fish, frozen, excluding fillets		
0343	level3	Fish fillets, fresh or chilled	Fish fillets, fresh or chilled		
0344	level3	Fish fillets, frozen	Fish fillets, frozen		
0350	level3	Fish, dried, salted or in brine; smoked fish	Fish, dried, salted or in brine; smoked fish		
0360	level3	Crustaceans and molluscs, fresh, chilled, frozen, salted, etc	Crustaceans and molluscs, fresh, chilled, frozen, salted, etc		
0371	level3	Fish, prepared or preserved, nes	Fish, prepared or preserved, nes		
0372	level3	Crustaceans and molluscs, prepared or prepared, nes	Crustaceans and molluscs, prepared or prepared, nes		
0411	level3	Durum wheat, unmilled	Durum wheat, unmilled		
