code	level	name_sp_full	name_es	name_short_es	name_en	name_short_en
111	class	Producción especializada del café	Producción especializada del café	Café	Growing of coffee	Coffee
112	class	Producción especializada de flor de corte bajo cubierta y al aire libre	Producción especializada de flor de corte	Flores Cortadas	Growing of flowers, cut	Cut Flowers
113	class	Producción especializada de banano	Producción especializada de banano	Banano	Growing of bananas	Bananas
114	class	Producción especializada de caña de azúcar	Producción especializada de caña de azúcar	Caña de azúcar	Growing of sugarcane	Sugar cane
115	class	Producción especializada de cereales y oleaginosas	Producción especializada de cereales y oleaginosas	Cereales y oleaginosas	Growing of cereals	Grains and oilseeds
116	class	Producción especializada de hortalizas y legumbres	Producción especializada de hortalizas y legumbres	Hortalizas y legumbres	Growing of vegetables and legumes	Vegetables and legumes
117	class	Producción especializada de frutas, nueces, plantas bebestibles y especias	Producción especializada de frutas, nueces, plantas bebestibles y especias	Frutas, nueces, plantas bebestibles y especias	Growing of fruit, nuts, beverage and spice crops	Fruits, nuts, beverage and spice plants
118	class	Producción agrícola ncp en unidades especializadas	Producción agrícola ncp en unidades especializadas	Agricultura ncp en unidades especializadas	Growing of crops n.e.c.	Growing of crops n.e.c.
119	class	Producción agrícola en unidades no especializadas	Producción agrícola en unidades no especializadas	Agricultura en unidades no especializadas	Growing of crops (non-specialized)	Growing of crops (non-specialized)
121	class	Cría especializada de ganado vacuno	Cría especializada de ganado vacuno	Ganado vacuno	Farming of cattle	Cattle
122	class	Cría especializada de ganado porcino	Cría especializada de ganado porcino	Ganado porcino	Farming of swine	Swine
123	class	Cría especializada de aves de corral	Cría especializada de aves de corral	Aves de corral	Farming of poultry	Poultry
124	class	Cría especializada de ovejas, cabras, caballos, asnos, mulas y burdéganos	Cría especializada de ovejas, cabras, caballos, asnos, mulas y burdéganos	Ovejas, cabras y equinos	Farming of sheep, goats, horses, asses, mules and hinnies	Sheep, goats, horses, asses, mules and hinnies
125	class	Cría especializada de otros animales ncp y la obtención de sus productos	Cría especializada de otros animales ncp y la obtención de sus productos	Otros animales	Other animal farming and production of animal products n.e.c.	Other animal farming
129	class	Actividad pecuaria no especializada	Actividad pecuaria no especializada	Actividad pecuaria no especializada	Non-specialized farming of animals	Non-specialized farming of animals
130	class	Actividad mixta (agrícola y pecuaria)	Actividad mixta (agrícola y pecuaria)	Agropecuaria mixta	Growing of crops combined with farming of animals (mixed farming)	Mixed farming
140	class	Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias	Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias	Servicios agropecuarios	Agricultural and animal husbandry service activities, except veterinary activities	Farming services
150	class	Caza ordinaria y mediante trampas y repoblación de animales de caza, incluso las actividades de servicios conexas	Caza ordinaria y mediante trampas y repoblación de animales de caza, incluso las actividades de servicios conexas	Cacería	Hunting, trapping and game propagation including related service activities	Hunting
201	class	Silvicultura y explotación de la madera	Silvicultura y explotación de la madera	Silvicultura	Forestry, logging and related service activities	Forestry and logging
202	class	Actividades de servicios relacionadas con la silvicultura y la extracción de la madera	Actividades de servicios relacionadas con la silvicultura y la extracción de la madera	Servicios de silvicultura	Service activities related to forestry and logging	Service activities related to forestry and logging
501	class	Pesca y cultivo de peces en criaderos y granjas piscícolas	Pesca y cultivo de peces en criaderos y granjas piscícolas	Cría de peces	Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing	Fish hatcheries and farms
502	class	Actividades de servicios relacionadas con la pesca _	Actividades de servicios relacionadas con la pesca	Servicios para la cría de peces	Service activities incidental to fishing	Service activities incidental to fishing
1010	class	Extracción y aglomeración de hulla (carbón de piedra)	Extracción y aglomeración de hulla (carbón de piedra)	Carbón de piedra	Mining and agglomeration of hard coal	Coal
1020	class	Extracción y aglomeración de carbón lignítico	Extracción y aglomeración de carbón lignítico	Carbón lignítico	Mining and agglomeration of lignite	Lignite
1030	class	Extracción y aglomeración de turba	Extracción y aglomeración de turba	Turba	Extraction and agglomeration of peat	Peat
1110	class	Extracción de petróleo crudo y de gas natural	Extracción de petróleo crudo y de gas natural	Petróleo crudo y gas natural	Extraction of crude petroleum and natural gas	Crude petroleum and natural gas
1120	class	Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección	Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección	Servicios para extracción de petróleo y gas	Service activities incidental to oil and gas extraction, excluding surveying	Service for oil and gas extraction
1200	class	Extracción de minerales de uranio y de torio	Extracción de minerales de uranio y de torio	Uranio	Mining of uranium and thorium ores	Uranium ores
1310	class	Extracción del mineral de hierro	Extracción del mineral de hierro	Minería hierro	Mining of iron ores	Iron ores
1320	class	Extracción de metales preciosos	Extracción de metales preciosos	Metales preciosos	Mining of precious metals	Precious metals
1331	class	Extracción de minerales de níquel	Extracción de minerales de níquel	Minería de níquel	Mining of nickel ores	Nickel ores
1339	class	Extracción de otros minerales metalíferos no ferrosos, excepto níquel	Extracción de otros minerales metalíferos no ferrosos, excepto níquel	Otra minería metal no ferrosos	Mining of other non-ferrous metal ores, except nickel	Other non-ferrous metal ores
1411	class	Extracción de piedra, arena y arcillas comunes	Extracción de piedra, arena y arcillas comunes	Piedra, arena, arcillas	Quarrying of stone, sand and clay	Stone, sand and clay
1412	class	Extracción de yeso y anhidrita	Extracción de yeso y anhidrita	Yeso y anhidrita	Quarrying of gypsum and anhydrite	Gypsum and anhydrite
1413	class	Extracción de caolín, arcillas de uso industrial y bentonitas	Extracción de caolín, arcillas de uso industrial y bentonitas	Caolín, arcillas de uso industrial y bentonitas	Quarrying of kaolin, industrial clays and bentonites	Kaolin, industrial clays and bentonites
1414	class	Extracción de arenas y gravas silíceas	Extracción de arenas y gravas silíceas	Arenas y gravas silíceas	Quarrying of siliceous sands and gravels	Siliceous sands and gravels
1415	class	Extracción de caliza y dolomita	Extracción de caliza y dolomita	Caliza y dolomita	Quarrying of limestone and dolomite	Limestone and dolomite
1421	class	Extracción de minerales para la fabricación de abonos y productos químicos	Extracción de minerales para la fabricación de abonos y productos químicos	Minerales para abonos y químicos	Mining of chemical and fertilizer minerals	Mining of chemical and fertilizer minerals
1422	class	Extracción de halita (sal)	Extracción de halita (sal)	Sal	Extraction of salt	Salt
1431	class	Extracción de esmeraldas	Extracción de esmeraldas	Esmeraldas	Mining of emeralds	Emeralds
1432	class	Extracción de otras piedras preciosas y semipreciosas	Extracción de otras piedras preciosas y semipreciosas	Otras piedras preciosas y semipreciosas	Mining of other precious and semi-precious stones	Other precious and semi-precious stones
1490	class	Extracción de otros minerales no metálicos ncp	Extracción de otros minerales no metálicos ncp	Otros minerales no metálicos ncp	Mining and quarrying of other non-metal minerals n.e.c.	Other non-metallic minerals nec
1511	class	Producción, transformación y conservación de carne y de derivados cárnicos	Producción, transformación y conservación de carne y de derivados cárnicos	Carne y de derivados cárnicos	Production, processing and preserving of meat and meat products	Meat and meat products
1512	class	Transformación y conservación de pescado y de derivados del pescado	Transformación y conservación de pescado y de derivados del pescado	Pescado y de derivados del pescado	Processing and preserving of fish and fish products	Fish and fish derivatives
1521	class	Elaboración de alimentos compuestos principalmente de frutas, legumbres y hortalizas	Elaboración de alimentos compuestos principalmente de frutas, legumbres y hortalizas	Alimentos de frutas, legumbres y hortalizas	Processing and preserving of fruit and vegetables	Fruits and vegetables
1522	class	Elaboración de aceites y grasas de origen vegetal y animal	Elaboración de aceites y grasas de origen vegetal y animal	Aceites y grasas de origen vegetal y animal	Manufacture of vegetable and animal oils and fats	Vegetable and animal oils and fats
1530	class	Elaboración de productos lácteos	Elaboración de productos lácteos	Productos lácteos	Manufacture of dairy products	Dairy products
1541	class	Elaboración de productos de molinería	Elaboración de productos de molinería	Productos de molinería	Manufacture of grain mill products	Grain mill products
1542	class	Elaboración de almidones y de productos derivados del almidón	Elaboración de almidones y de productos derivados del almidón	Almidones y de productos derivados del almidón	Manufacture of starches and starch products	Starches and starch products
1543	class	Elaboración de alimentos preparados para animales	Elaboración de alimentos preparados para animales	Alimentos preparados para animales	Manufacture of prepared animal feeds	Prepared animal feeds
1551	class	Elaboración de productos de panadería	Elaboración de productos de panadería	Productos de panadería	Manufacture of bakery products	Bakery products
1552	class	Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares	Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares	Macarrones, fideos, etc.	Manufacture of macaroni, noodles, couscous and similar farinaceous products	Macaroni, noodles, couscous etc.
1561	class	Trilla de café	Trilla de café	Trilla de café	Coffee threshings	Coffee threshings
1562	class	Descafeinado	Descafeinado	Descafeinado	Manufacture of decaffeinated coffee	Decaffeinated coffee
1563	class	Tostión y molienda del café	Tostión y molienda del café	Tostión y molienda del café	Toasting and grinding of coffee	Coffee roasting and grinding
1564	class	Elaboración de otros derivados del café	Elaboración de otros derivados del café	Otros derivados del café	Manufacture of coffee derivatives	Other coffee derivatives
1571	class	Fabricación y refinación de azúcar	Fabricación y refinación de azúcar	Azúcar	Manufacture of sugar	Sugar
1572	class	Fabricación de panela	Fabricación de panela	Panela	Manufacture of brown sugar	Brown sugar
1581	class	Elaboración de cacao, chocolate y productos de confitería	Elaboración de cacao, chocolate y productos de confitería	Cacao, chocolate y productos de confitería	Manufacture of cocoa, chocolate and sugar confectionery	Cocoa, chocolate and sugar confectionery
1589	class	Elaboración de otros productos alimenticios ncp	Elaboración de otros productos alimenticios ncp	Otros productos alimenticios ncp	Manufacture of other food products n.e.c.	Other food products n.e.c.
1591	class	Destilación, rectificación y mezcla de bebidas alcohólicas; producción de alcohol etílico a partir de sustancias fermentadas	Destilación, rectificación y mezcla de bebidas alcohólicas; producción de alcohol etílico a partir de sustancias fermentadas	Destilación de bebidas alcohólicas y producción de alcohol etílico	Distilling, rectifying and blending of spirits; ethyl alcohol production from fermented materials	Distillation of spirits and production of ethyl alcohol
1592	class	Elaboración de bebidas fermentadas no destiladas	Elaboración de bebidas fermentadas no destiladas	Bebidas fermentadas no destiladas	Manufacture of wines	Wines
1593	class	Producción de malta, elaboración de cervezas y otras bebidas malteadas	Producción de malta, elaboración de cervezas y otras bebidas malteadas	Malta, cervezas y otras bebidas malteadas	Manufacture of malt liquors and malt	Malt liquors and malt
1594	class	Elaboración de bebidas no alcohólicas; producción de aguas minerales	Elaboración de bebidas no alcohólicas; producción de aguas minerales	Bebidas no alcohólicas y aguas minerales	Manufacture of soft drinks; production of mineral waters	Soft drinks and mineral waters
1600	class	Fabricación de productos de tabaco	Fabricación de productos de tabaco	Productos de tabaco	Manufacture of tobacco products	Tobacco products
1710	class	Preparación e hilatura de fibras textiles	Preparación e hilatura de fibras textiles	Fibras textiles	Preparation and spinning of textile fibers	Textile fibers
1720	class	Tejedura de productos textiles	Tejedura de productos textiles	Productos textiles	Weaving of textiles	Textiles
1730	class	Acabado de productos textiles no producidos en la misma unidad de producción	Acabado de productos textiles no producidos en la misma unidad de producción	Productos textiles no producidos en la misma unidad de producción	Finishing of textiles	Finishing of textiles
1741	class	Confección de artículos con materiales textiles no producidos en la misma unidad, excepto prendas de vestir	Confección de artículos con materiales textiles no producidos en la misma unidad, excepto prendas de vestir	Artículos con materiales textiles no producidos en la misma unidad, excepto prendas de vestir	Manufacture of made-up textile articles, except apparel	Manufacture of made-up textile articles
1742	class	Fabricación de tapices y alfombras para pisos	Fabricación de tapices y alfombras para pisos	Tapices y alfombras para pisos	Manufacture of carpets and rugs	Carpets and rugs
1743	class	Fabricación de cuerdas, cordeles, cables, bramantes y redes	Fabricación de cuerdas, cordeles, cables, bramantes y redes	Cuerdas, cordeles, cables, bramantes y redes	Manufacture of cordage, rope, twine and netting	Cordage, rope, twine and netting
1749	class	Fabricación de otros artículos textiles ncp	Fabricación de otros artículos textiles ncp	Otros artículos textiles ncp	Manufacture of other textiles n.e.c.	Other textiles n.e.c.
1750	class	Fabricación de tejidos y artículos de punto y ganchillo	Fabricación de tejidos y artículos de punto y ganchillo	Tejidos y artículos de punto y ganchillo	Manufacture of knitted and crocheted fabrics and articles	Knitted and crocheted fabrics and articles
1810	class	Fabricación de prendas de vestir, excepto prendas de piel	Fabricación de prendas de vestir, excepto prendas de piel	Prendas de vestir, excepto prendas de piel	Manufacture of wearing apparel, except fur apparel	Apparel, except fur
1820	class	Preparado y teñido de pieles; fabricación de artículos de piel Preparado y teñido de pieles; fabricación de artículos de piel	Preparado y teñido de pieles; fabricación de artículos de piel Preparado y teñido de pieles; fabricación de artículos de piel	Artículos de piel	Dressing and dyeing of fur; manufacture of articles of fur	Articles of fur
1910	class	Curtido y preparado de cueros	Curtido y preparado de cueros	Curtido y preparado de cueros	Tanning and dressing of leather	Tanning and dressing of leather
1921	class	Fabricación de calzado de cuero y piel; con cualquier ' tipo de suela, excepto el calzado deportivo	Fabricación de calzado de cuero y piel; con cualquier ' tipo de suela, excepto el calzado deportivo	Calzado de cuero y piel	Manufacture of leather footwear with any type of sole, except sports footwear	Leather footwear
1922	class	Fabricación de calzado de materiales textiles; con cualquier tipo de suela, excepto el calzado deportivo	Fabricación de calzado de materiales textiles; con cualquier tipo de suela, excepto el calzado deportivo	Calzado de materiales textiles	Manufacture of textile footwear with any type of sole, except sports footwear	Textile footwear
1923	class	Fabricación de calzado de caucho, excepto el calzado deportivo	Fabricación de calzado de caucho, excepto el calzado deportivo	Calzado de caucho	Manufacture of rubber footwear with any type of sole, except sports footwear	Rubber footwear
1924	class	Fabricación de calzado de plástico, excepto el calzado deportivo	Fabricación de calzado de plástico, excepto el calzado deportivo	Calzado de plástico	Manufacture of plastic footwear with any type of sole, except sports footwear	Plastic footwear
1925	class	Fabricación de calzado deportivo, incluso el moldeado	Fabricación de calzado deportivo, incluso el moldeado	Calzado deportivo	Manufacture of sports footwear, including molded	Sports footwear
1926	class	Fabricación de partes del calzado	Fabricación de partes del calzado	Partes del calzado	Manufacture of footwear parts	Footwear parts
1929	class	Fabricación de calzado ncp	Fabricación de calzado ncp	Calzado ncp	Manufacture of footwear n.e.c.	Footwear n.e.c.
1931	class	Fabricación de artículos de viaje, bolsos de mano y artículos ' similares elaborados en cuero; fabricación de artículos de talabartería y guarnicionería	Fabricación de artículos de viaje, bolsos de mano y artículos ' similares elaborados en cuero; fabricación de artículos de talabartería y guarnicionería	Artículos de viaje y artículos similares elaborados en cuero	Manufacture of luggage, handbags and the like, saddlery and harness of leather	Luggage, handbags, saddlery and harness of leather
1932	class	Fabricación de artículos de viaje, bolsos de mano y artículos similares, elaborados en materiales sintéticos, plásticos e imitaciones de cuero	Fabricación de artículos de viaje, bolsos de mano y artículos similares, elaborados en materiales sintéticos, plásticos e imitaciones de cuero	Artículos de viaje artículos similares, elaborados en materiales sintéticos	Manufacture of luggage, handbags and the like, saddlery and harness of synthetic materials	Luggage, handbags, saddlery and harness of synthetic materials
1939	class	Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados con materiales ncp	Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados con materiales ncp	Artículos de viaje y artículos similares elaborados con materiales ncp	Manufacture of luggage, handbags and the like, saddlery and harness of materials n.e.c.	Luggage, handbags, saddlery and harness of materials n.e.c.
2010	class	Aserrado, acepillado e impregnación de la madera	Aserrado, acepillado e impregnación de la madera	Aserrado, acepillado e impregnación de la madera	Sawmilling and planing of wood	Sawmilling and planing of wood
2020	class	Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles	Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles	Hojas de madera para enchapado y otros tableros y paneles	Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board and other panels and boards	Veneer sheets, plywood and other panels and boards
2030	class	Fabricación de partes y piezas de carpintería para edificios y construcciones	Fabricación de partes y piezas de carpintería para edificios y construcciones	Partes y piezas de carpintería para construcciones	Manufacture of builders' carpentry and joinery	Builders' carpentry and joinery
2040	class	Fabricación de recipientes de madera	Fabricación de recipientes de madera	Recipientes de madera	Manufacture of wooden containers	Wooden containers
2090	class	Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería	Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería	Otros productos de madera	Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials	Other products of wood
2101	class	Fabricación de pastas celulósicas; papel y cartón	Fabricación de pastas celulósicas; papel y cartón	Pastas celulósicas, papel y cartón	Manufacture of pulp, paper and paperboard	Pulp, paper and paperboard
2102	class	Fabricación de papel y cartón ondulado, fabricación de envases, empaques y de embalajes de papel y cartón	Fabricación de papel y cartón ondulado, fabricación de envases, empaques y de embalajes de papel y cartón	Papel y cartón ondulado y envases de papel y cartón	Manufacture of corrugated paper and paperboard and of containers of paper and paperboard	Corrugated paper and paperboard and containers of paper and paperboard
2109	class	Fabricación de otros artículos de papel y cartón	Fabricación de otros artículos de papel y cartón	Otros artículos de papel y cartón	Manufacture of other articles of paper and paperboard	Other articles of paper and paperboard
2211	class	Edición de libros, folletos, partituras y otras publicaciones	Edición de libros, folletos, partituras y otras publicaciones	Libros, folletos, partituras y otras publicaciones	Publishing of books, brochures, musical books and other publications	Books, brochures, musical books and other publications
2212	class	Edición de periódicos, revistas y publicaciones periódicas	Edición de periódicos, revistas y publicaciones periódicas	Periódicos, revistas y publicaciones periódicas	Publishing of newspapers, journals and periodicals	Newspapers, journals and periodicals
2213	class	Edición de materiales grabados	Edición de materiales grabados	Materiales grabados	Publishing of recorded media	Recorded media
2219	class	Otros trabajos de edición	Otros trabajos de edición	Otros trabajos de edición	Other publishing	Other publishing
2220	class	Actividades de impresión	Actividades de impresión	Actividades de impresión	Printing	Printing
2231	class	Arte, diseño y composición	Arte, diseño y composición	Arte, diseño y composición	Art, design and composition	Art, design and composition
2232	class	Fotomecánica y análogos	Fotomecánica y análogos	Fotomecánica y análogos	Photoengraving	Photoengraving
2233	class	Encuadernación	Encuadernación	Encuadernación	Bookbinding	Bookbinding
2234	class	Acabado o recubrimiento	Acabado o recubrimiento	Acabado o recubrimiento	Finishing or coating	Finishing or coating
2239	class	Otros servicios conexos ncp	Otros servicios conexos ncp	Otros servicios conexos ncp	Other service activities n.e.c.	Other service activities n.e.c.
2240	class	Reproducción de materiales grabados	Reproducción de materiales grabados	Reproducción de grabaciones	Playback of recorded media	Playback of recorded media
2310	class	Fabricación de productos de hornos de coque	Fabricación de productos de hornos de coque	Productos de hornos de coque	Manufacture of coke oven products	Coke oven products
2321	class	Fabricación de productos de la refinación del petróleo, elaborados en refinería	Fabricación de productos de la refinación del petróleo, elaborados en refinería	Productos de la refinación del petróleo, elaborados en refinería	Manufacture of refined petroleum products	Refined petroleum products
2322	class	Elaboración de productos derivados del petróleo, fuera de refinería .	Elaboración de productos derivados del petróleo, fuera de refinería	Productos derivados del petróleo, fuera de refinería	Manufacture of refined petroleum products	Refined petroleum products
2330	class	Elaboración de combustible nuclear	Elaboración de combustible nuclear	Combustible nuclear	Processing of nuclear fuel	Nuclear fuel
2411	class	Fabricación de sustancias químicas básicas, excepto abonos y compuestos inorgánicos nitrogenados	Fabricación de sustancias químicas básicas, excepto abonos y compuestos inorgánicos nitrogenados	Químicos básicos, exc. abonos	Manufacture of basic chemicals, except fertilizers and nitrogen compounds	Basic chemicals, exc. fertilizers
2412	class	Fabricación de abonos y compuestos inorgánicos nitrogenados	Fabricación de abonos y compuestos inorgánicos nitrogenados	Abonos	Manufacture of fertilizers and nitrogen compounds	Fertilizers
2413	class	Fabricación de plásticos en formas primarias	Fabricación de plásticos en formas primarias	Plásticos en formas primarias	Manufacture of plastics in primary forms	Plastics in primary forms
2414	class	Fabricación de caucho sintético en formas primarias	Fabricación de caucho sintético en formas primarias	Caucho sintético en formas primarias	Manufacture of synthetic rubber	Synthetic rubber in primary forms
2421	class	Fabricación de plaguicidas y otros productos químicos de uso agropecuario	Fabricación de plaguicidas y otros productos químicos de uso agropecuario	Plaguicidas y otros de uso agropecuario	Manufacture of pesticides and other agro-chemical products	Pesticides and other agro-chemical products
2422	class	Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas	Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas	Pinturas, barnices y revestimientos similares	Manufacture of paints, varnishes and similar coatings, printing ink and mastics	Paints, varnishes and similar coatings
2423	class	Fabricación de productos, farmacéuticos, sustancias químicas medicinales y productos botánicos	Fabricación de productos, farmacéuticos, sustancias químicas medicinales y productos botánicos	Productos farmacéuticos	Manufacture of pharmaceuticals, medicinal chemicals and botanical products	Pharmaceuticals
2424	class	Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador	Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador	Jabones y detergentes, preparados para limpiar	Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations	Soaps and detergents, cleaning preparations
2429	class	Fabricación de otros productos químicos ncp	Fabricación de otros productos químicos ncp	Otros productos químicos ncp	Manufacture of other chemical products n.e.c.	Other chemical products n.e.c.
2430	class	Fabricación de fibras sintéticas y artificiales	Fabricación de fibras sintéticas y artificiales	Fibras sintéticas y artificiales	Manufacture of man-made fibres	Man-made fibres
2511	class	Fabricación de llantas y neumáticos de caucho |	Fabricación de llantas y neumáticos de caucho |	Llantas y neumáticos de caucho	Manufacture of rubber tires and tubes; retreading and rebuilding of rubber tires	Rubber tires and tubes
2512	class	Reencauche de llantas usadas	Reencauche de llantas usadas	Llantas usadas	Retreading and rebuilding of rubber tires	Retreading of rubber tires
2513	class	Fabricación de formas básicas de caucho	Fabricación de formas básicas de caucho	Formas básicas de caucho	Manufacture of basic rubber forms	Basic rubber forms
2519	class	Fabricación de otros productos de caucho ncp	Fabricación de otros productos de caucho ncp	Otros productos de caucho ncp	Manufacture of other rubber products n.e.c.	Other rubber products n.e.c.
2521	class	Fabricación de formas básicas de plástico	Fabricación de formas básicas de plástico	Formas básicas de plástico	Manufacture of basic plastic forms	Basic plastic forms
2529	class	Fabricación de artículos de plástico ncp	Fabricación de artículos de plástico ncp	Artículos de plástico ncp	Manufacture of plastic articles n.e.c.	Plastic articles n.e.c.
2610	class	Fabricación de vidrio y de productos de vidrio	Fabricación de vidrio y de productos de vidrio	Vidrio y productos de vidrio	Manufacture of glass and glass products	Glass and glass products
2691	class	Fabricación de productos de cerámica no refractaria, para uso no estructural	Fabricación de productos de cerámica no refractaria, para uso no estructural	Productos de cerámica no refractaria, para uso no estructural	Manufacture of non-structural non-refractory ceramic ware	Non-structural non-refractory ceramic ware
2692	class	Fabricación de productos de cerámica refractaria	Fabricación de productos de cerámica refractaria	Productors de cerámica refractaria	Manufacture of refractory ceramic products	Refractory ceramic products
2693	class	Fabricación de productos de arcilla y cerámica no refractarias para uso estructural	Fabricación de productos de arcilla y cerámica no refractarias para uso estructural	Productos de arcilla y cerámica no refractarias para uso estructural	Manufacture of structural non-refractory clay and ceramic products	Structural non-refractory clay and ceramic products
2694	class	Fabricación de cemento, cal y yeso	Fabricación de cemento, cal y yeso	Cemento, cal y yeso	Manufacture of cement, lime and plaster	Cement, lime and plaster
2695	class	Fabricación de artículos de hormigón, cemento y yeso	Fabricación de artículos de hormigón, cemento y yeso	Artículos de hormigón, cemento y yeso	Manufacture of articles of concrete, cement and plaster	Articles of concrete, cement and plaster
2696	class	Corte, tallado y acabado de la piedra	Corte, tallado y acabado de la piedra	Corte, tallado y acabado de la piedra	Cutting, shaping and finishing of stone	Cutting, shaping and finishing of stone
2699	class	Fabricación de otros productos minerales no metálicos ncp	Fabricación de otros productos minerales no metálicos ncp	Ortos productos minerales no metálicos ncp	Manufacture of other non-metallic mineral products n.e.c.	Other non-metallic mineral products n.e.c.
2710	class	Industrias básicas de hierro y de acero	Industrias básicas de hierro y de acero	Industrias básicas de hierro y de acero	Manufacture of basic iron and steel	Basic iron and steel
2721	class	Industrias básicas de metales preciosos	Industrias básicas de metales preciosos	Industrias básicas de metales preciosos	Manufacture of basic precious metals	Basic precious metals
2729	class	Industrias básicas de otros metales no ferrosos	Industrias básicas de otros metales no ferrosos	Industrias básicas de otros metales no ferrosos	Manufacture of other non-ferrous metals	Other non-ferrous metals
2731	class	Fundición de hierro y de acero	Fundición de hierro y de acero	Fundición de hierro y de acero	Casting of iron and steel	Casting of iron and steel
2732	class	Fundición de metales no ferrosos	Fundición de metales no ferrosos	Fundición de metales no ferrosos	Casting of non-ferrous metals	Casting of non-ferrous metals
2811	class	Fabricación de productos metálicos para uso estructural	Fabricación de productos metálicos para uso estructural	Productos metálicos para uso estructural	Manufacture of structural metal products	Structural metal products
2812	class	Fabricación de tanques, depósitos y recipientes de metal	Fabricación de tanques, depósitos y recipientes de metal	Tanques, depósitos y recipientes	Manufacture of tanks, reservoirs and containers of metal	Tanks, reservoirs and containers
2813	class	Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central	Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central	Generadores de vapor, excepto para calefacción central	Manufacture of steam generators, except central heating hot water boilers	Steam generators, except for central heating
2891	class	Forja, prensado, estampado y laminado de metal; pulvimetalurgia	Forja, prensado, estampado y laminado de metal; pulvimetalurgia	Forja, prensado, estampado y laminado de metal; pulvimetalurgia	Forging, pressing, stamping and roll-forming of metal; powder metallurgy	Forging, pressing, stamping and roll of metal; powder metallurgy
2892	class	Tratamiento y revestimiento de metales; trabajos de ingeniería mecánica en general realizados a cambio de una retribución o por contrata	Tratamiento y revestimiento de metales; trabajos de ingeniería mecánica en general realizados a cambio de una retribución o por contrata	Tratamiento y revestimiento de metales; trabajos de ingeniería mecánica	Treatment and coating of metals; general mechanical engineering on a fee or contract basis	Treatment and coating of metals; general mechinical engineering
2893	class	Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería	Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería	Artículos de cuchillería, herramientas de mano y artículos de ferretería	Manufacture of cutlery, hand tools and general hardware	Cutlery, hand tools and general hardware
2899	class	Fabricación de otros productos elaborados de metal ncp	Fabricación de otros productos elaborados de metal ncp	Otros productos elaborados de metal ncp	Manufacture of other fabricated metal products n.e.c.	Other fabricated metal products n.e.c.
2911	class	Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas	Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas	Motores y turbinas, excepto motores para vehículos	Manufacture of engines and turbines, except aircraft, vehicle and cycle engines	Engines and turbines, except for vehicles
2912	class	Fabricación de bombas, compresores, grifos y válvulas	Fabricación de bombas, compresores, grifos y válvulas	Bombas, compresores, grifos y válvulas	Manufacture of pumps, compressors, taps and valves	Pumps, compressors, taps and valves
2913	class	Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión	Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión	Cojinetes, engranajes y piezas de transmisión	Manufacture of bearings, gears, gearing and driving elements	Bearings, gears and driving elementss
2914	class	Fabricación de hornos, hogares y quemadores industriales	Fabricación de hornos, hogares y quemadores industriales	Hornos, hogares y quemadores industriales	Manufacture of ovens, furnaces and furnace burners	Ovens, furnaces and furnace burners
2915	class	Fabricación de equipo de elevación y manipulación	Fabricación de equipo de elevación y manipulación	Equipo de elevación y manipulación	Manufacture of lifting and handling equipment	Lifting and handling equipment
2919	class	Fabricación de otros tipos de maquinaria de uso general ncp	Fabricación de otros tipos de maquinaria de uso general ncp	Otros tipos de maquinaria de uso general ncp	Manufacture of other general purpose machinery n.e.c.	Other general purpose machinery n.e.c.
2921	class	Fabricación de maquinaria agropecuaria y forestal	Fabricación de maquinaria agropecuaria y forestal	Maquinaria agropecuaria y forestal	Manufacture of agricultural and forestry machinery	Agricultural and forestry machinery
